order_id,order_date,category,sub_category,region,supply_chain_status,inventory_days,quantity,unit_cost,unit_price,discount_pct,gross_revenue,total_cost,net_revenue,net_profit,profit_margin_pct
ORD-11296,2023-11-07,Electronics,Computers,West,On-Time,5,5,311.26,592.24,0.00,2961.20,1556.30,2961.20,1404.90,47.44
ORD-11297,2023-02-04,Furniture,Desks,West,On-Time,114,1,146.49,196.22,0.53,196.22,146.49,92.22,-54.27,-58.84
ORD-11298,2023-01-31,Electronics,Uncategorized,North,On-Time,29,1,387.38,722.86,0.00,722.86,387.38,722.86,335.48,46.41
ORD-11299,2023-09-24,Apparel,Footwear,North,On-Time,30,4,85.82,188.29,0.00,753.16,343.28,753.16,409.88,54.42
ORD-11300,2023-06-02,Electronics,Computers,North,On-Time,33,4,235.01,502.09,0.05,2008.36,940.04,1907.94,967.90,50.73
ORD-11301,2023-02-24,Apparel,Pants,East,On-Time,26,5,222.65,381.49,0.00,1907.45,1113.25,1907.45,794.20,41.64
ORD-11302,2023-06-05,Furniture,Desks,South,On-Time,124,2,39.45,48.39,0.54,96.78,78.90,44.52,-34.38,-77.23
ORD-11303,2023-06-26,Electronics,Accessories,West,On-Time,25,3,17.81,30.19,0.00,90.57,53.43,90.57,37.14,41.01
ORD-11304,2023-02-17,Furniture,Tables,East,"Delayed - Customs",123,4,24.94,27.41,0.36,109.64,99.76,70.17,-29.59,-42.17
ORD-11305,2023-06-11,Apparel,Pants,North,On-Time,22,2,191.17,361.17,0.05,722.34,382.34,686.22,303.88,44.28
ORD-11306,2023-10-16,Electronics,Accessories,East,On-Time,34,3,220.32,514.39,0.05,1543.17,660.96,1466.01,805.05,54.91
ORD-11307,2023-06-30,Electronics,Computers,West,"Delayed - Customs",117,2,100.75,125.32,0.51,250.64,201.50,122.81,-78.69,-64.07
ORD-11308,2023-06-18,Electronics,Computers,East,On-Time,19,5,39.90,68.16,0.00,340.80,199.50,340.80,141.30,41.46
ORD-11309,2023-12-26,Apparel,Pants,West,On-Time,22,4,161.74,303.26,0.05,1213.04,646.96,1152.39,505.43,43.86
ORD-11310,2023-06-30,Electronics,Accessories,East,On-Time,34,1,186.32,303.77,0.00,303.77,186.32,303.77,117.45,38.66
ORD-11311,2023-03-04,Electronics,Accessories,South,On-Time,33,2,247.46,558.09,0.05,1116.18,494.92,1060.37,565.45,53.33
ORD-11312,2023-06-05,Electronics,Computers,South,On-Time,27,3,289.77,574.51,0.00,1723.53,869.31,1723.53,854.22,49.56
ORD-11313,2023-02-28,Furniture,Desks,West,On-Time,130,3,331.14,432.76,0.46,1298.28,993.42,701.07,-292.35,-41.70
ORD-11314,2023-06-23,Furniture,Desks,West,On-Time,127,4,263.05,285.65,0.54,1142.60,1052.20,525.60,-526.60,-100.19
ORD-11315,2023-05-23,Electronics,Accessories,West,"Delayed - Transit",95,3,123.57,164.92,0.54,494.76,370.71,227.59,-143.12,-62.89
ORD-11316,2023-10-11,Apparel,Footwear,West,"Delayed - Transit",133,4,243.78,259.17,0.41,1036.68,975.12,611.64,-363.48,-59.43
ORD-11317,2023-06-29,Electronics,Computers,North,"Delayed - Customs",119,2,214.53,282.23,0.53,564.46,429.06,265.30,-163.76,-61.73
ORD-11318,2023-07-10,Electronics,Audio,South,On-Time,10,4,300.29,657.66,0.05,2630.64,1201.16,2499.11,1297.95,51.94
ORD-11319,2023-05-18,Furniture,Tables,South,On-Time,121,2,110.11,115.97,0.49,231.94,220.22,118.29,-101.93,-86.17
ORD-11320,2023-11-28,Electronics,Audio,West,On-Time,47,3,19.82,34.41,0.05,103.23,59.46,98.07,38.61,39.37
ORD-11321,2023-10-11,Apparel,Pants,North,On-Time,32,4,262.98,520.57,0.05,2082.28,1051.92,1978.17,926.25,46.82
ORD-11322,2023-10-04,Electronics,Computers,West,On-Time,25,4,84.30,142.69,0.05,570.76,337.20,542.22,205.02,37.81
ORD-11323,2023-02-26,Furniture,Chairs,North,On-Time,151,1,171.39,225.72,0.43,225.72,171.39,128.66,-42.73,-33.21
ORD-11324,2023-10-22,Electronics,Audio,North,On-Time,18,1,153.29,366.43,0.00,366.43,153.29,366.43,213.14,58.17
ORD-11325,2023-06-12,Furniture,Desks,North,On-Time,143,1,263.18,285.62,0.65,285.62,263.18,99.97,-163.21,-163.27
ORD-11326,2023-06-27,Electronics,Audio,South,On-Time,45,5,61.91,109.53,0.00,547.65,309.55,547.65,238.10,43.48
ORD-11327,2023-03-18,Apparel,Pants,North,On-Time,20,5,79.89,144.66,0.00,723.30,399.45,723.30,323.85,44.77
ORD-11328,2023-06-16,Furniture,Tables,East,On-Time,91,3,368.87,429.57,0.57,1288.71,1106.61,554.15,-552.46,-99.70
ORD-11329,2023-03-11,Electronics,Audio,West,On-Time,41,4,266.07,557.02,0.00,2228.08,1064.28,2228.08,1163.80,52.23
ORD-11330,2023-09-06,Electronics,Accessories,South,"Delayed - Transit",83,1,253.11,279.93,0.05,279.93,253.11,265.93,12.82,4.82
ORD-11331,2023-10-23,Apparel,Footwear,South,"Delayed - Customs",73,4,282.20,378.75,0.05,1515.00,1128.80,1439.25,310.45,21.57
ORD-11332,2023-08-21,Furniture,Chairs,South,On-Time,111,2,316.45,363.69,0.38,727.38,632.90,450.98,-181.92,-40.34
ORD-11333,2023-07-18,Apparel,Footwear,North,"Delayed - Customs",121,4,250.43,271.83,0.53,1087.32,1001.72,511.04,-490.68,-96.02
ORD-11334,2023-04-18,Electronics,Accessories,East,"Delayed - Transit",113,1,27.97,33.94,0.40,33.94,27.97,20.36,-7.61,-37.35
ORD-11335,2023-04-30,Electronics,Accessories,West,"Delayed - Customs",137,2,131.07,161.23,0.45,322.46,262.14,177.35,-84.79,-47.81
ORD-11336,2023-08-09,Apparel,Shirts,West,On-Time,44,5,122.38,282.66,0.00,1413.30,611.90,1413.30,801.40,56.70
ORD-11337,2023-09-05,Furniture,Chairs,West,On-Time,147,3,398.13,443.90,0.63,1331.70,1194.39,492.73,-701.66,-142.40
ORD-11338,2023-11-24,Electronics,Audio,East,On-Time,37,3,96.45,197.60,0.00,592.80,289.35,592.80,303.45,51.19
ORD-11339,2023-09-30,Furniture,Desks,East,On-Time,111,3,76.32,93.94,0.41,281.82,228.96,166.27,-62.69,-37.70
ORD-11340,2023-08-12,Apparel,Footwear,North,On-Time,40,4,290.78,584.11,0.00,2336.44,1163.12,2336.44,1173.32,50.22
ORD-11341,2023-03-03,Apparel,Footwear,South,On-Time,26,1,157.35,330.20,0.00,330.20,157.35,330.20,172.85,52.35
ORD-11342,2023-04-27,Apparel,Footwear,South,On-Time,26,2,287.73,647.43,0.00,1294.86,575.46,1294.86,719.40,55.56
ORD-11343,2023-05-25,Electronics,Computers,North,"Delayed - Transit",101,5,182.11,193.35,0.51,966.75,910.55,473.71,-436.84,-92.22
ORD-11344,2023-10-04,Apparel,Shirts,North,On-Time,26,2,121.89,254.59,0.05,509.18,243.78,483.72,239.94,49.60
ORD-11345,2023-11-30,Electronics,Computers,North,On-Time,32,2,390.90,702.21,0.00,1404.42,781.80,1404.42,622.62,44.33
ORD-11346,2023-12-02,Electronics,Computers,North,"Delayed - Transit",74,1,80.75,87.64,0.05,87.64,80.75,83.26,2.51,3.01
ORD-11347,2023-05-22,Electronics,Audio,South,On-Time,41,5,255.73,491.83,0.00,2459.15,1278.65,2459.15,1180.50,48.00
ORD-11348,2023-12-23,Electronics,Audio,West,On-Time,37,5,262.05,476.04,0.00,2380.20,1310.25,2380.20,1069.95,44.95
ORD-11349,2023-05-02,Apparel,Shirts,East,On-Time,32,4,259.87,621.85,0.00,2487.40,1039.48,2487.40,1447.92,58.21
ORD-11350,2023-07-22,Electronics,Audio,West,"Delayed - Transit",131,3,397.59,514.64,0.58,1543.92,1192.77,648.45,-544.32,-83.94
ORD-11351,2023-07-06,Apparel,Footwear,West,On-Time,34,2,303.65,712.59,0.00,1425.18,607.30,1425.18,817.88,57.39
ORD-11352,2023-10-16,Furniture,Desks,West,"Delayed - Transit",64,1,39.01,44.19,0.05,44.19,39.01,41.98,2.97,7.08
ORD-11353,2023-07-10,Furniture,Desks,West,"Delayed - Transit",108,1,282.50,369.13,0.35,369.13,282.50,239.93,-42.57,-17.74
ORD-11354,2023-10-18,Apparel,Shirts,East,On-Time,35,5,348.21,612.33,0.00,3061.65,1741.05,3061.65,1320.60,43.13
ORD-11355,2023-11-20,Apparel,Pants,West,On-Time,68,1,302.26,654.32,0.00,654.32,302.26,654.32,352.06,53.81
ORD-11356,2023-07-21,Electronics,Accessories,East,On-Time,30,5,161.21,298.56,0.05,1492.80,806.05,1418.16,612.11,43.16
ORD-11357,2023-06-05,Apparel,Pants,West,"Delayed - Transit",124,2,369.10,464.84,0.50,929.68,738.20,464.84,-273.36,-58.81
ORD-11358,2023-09-08,Apparel,Footwear,South,On-Time,48,5,350.46,639.74,0.05,3198.70,1752.30,3038.77,1286.47,42.34
ORD-11359,2023-10-06,Furniture,Chairs,South,On-Time,95,2,270.57,311.61,0.46,623.22,541.14,336.54,-204.60,-60.80
ORD-11360,2023-11-21,Electronics,Computers,West,On-Time,22,4,377.14,812.55,0.00,3250.20,1508.56,3250.20,1741.64,53.59
ORD-11361,2023-02-28,Apparel,Footwear,South,"Delayed - Transit",105,3,217.10,288.52,0.64,865.56,651.30,311.60,-339.70,-109.02
ORD-11362,2023-04-23,Apparel,Footwear,North,On-Time,30,2,315.07,665.07,0.00,1330.14,630.14,1330.14,700.00,52.63
ORD-11363,2023-09-01,Furniture,Desks,North,On-Time,102,2,343.30,364.75,0.37,729.50,686.60,459.59,-227.02,-49.40
ORD-11364,2023-08-06,Furniture,Tables,South,"Delayed - Customs",136,4,342.51,457.34,0.62,1829.36,1370.04,695.16,-674.88,-97.08
ORD-11365,2023-04-19,Electronics,Computers,North,On-Time,34,1,212.70,380.37,0.00,380.37,212.70,380.37,167.67,44.08
ORD-11366,2023-07-24,Electronics,Computers,South,On-Time,37,5,338.33,662.12,0.00,3310.60,1691.65,3310.60,1618.95,48.90
ORD-11367,2023-09-17,Furniture,Chairs,West,On-Time,87,2,23.95,26.42,0.41,52.84,47.90,31.18,-16.72,-53.65
ORD-11368,2023-09-18,Furniture,Chairs,North,On-Time,112,1,260.59,277.06,0.51,277.06,260.59,135.76,-124.83,-91.95
ORD-11369,2023-07-14,Electronics,Accessories,West,On-Time,25,1,140.23,232.87,0.05,232.87,140.23,221.23,81.00,36.61
ORD-11370,2023-03-19,Electronics,Audio,South,On-Time,42,1,248.58,594.04,0.05,594.04,248.58,564.34,315.76,55.95
ORD-11371,2023-12-30,Furniture,Desks,North,On-Time,108,4,366.74,390.47,0.48,1561.88,1466.96,812.18,-654.78,-80.62
ORD-11372,2023-05-28,Furniture,Tables,North,On-Time,80,3,187.88,243.03,0.00,729.09,563.64,729.09,165.45,22.69
ORD-11373,2023-12-27,Furniture,Chairs,South,On-Time,165,5,99.36,132.73,0.39,663.65,496.80,404.83,-91.97,-22.72
ORD-11374,2023-11-17,Electronics,Computers,South,"Delayed - Customs",151,2,350.39,404.37,0.45,808.74,700.78,444.81,-255.97,-57.55
ORD-11375,2023-04-06,Electronics,Computers,West,On-Time,33,2,342.76,754.59,0.05,1509.18,685.52,1433.72,748.20,52.19
ORD-11376,2023-02-20,Apparel,Footwear,North,On-Time,40,4,198.18,445.82,0.00,1783.28,792.72,1783.28,990.56,55.55
ORD-11377,2023-04-22,Apparel,Footwear,East,"Delayed - Transit",98,4,398.29,454.15,0.43,1816.60,1593.16,1035.46,-557.70,-53.86
ORD-11378,2023-02-08,Apparel,Footwear,North,On-Time,19,3,159.54,273.28,0.05,819.84,478.62,778.85,300.23,38.55
ORD-11379,2023-06-15,Apparel,Shirts,North,"Delayed - Transit",100,1,101.30,106.79,0.42,106.79,101.30,61.94,-39.36,-63.55
ORD-11380,2023-03-08,Apparel,Pants,North,On-Time,20,2,378.43,643.42,0.05,1286.84,756.86,1222.50,465.64,38.09
ORD-11381,2023-03-06,Apparel,Shirts,South,On-Time,8,1,190.60,437.49,0.00,437.49,190.60,437.49,246.89,56.43
ORD-11382,2023-02-04,Electronics,Accessories,East,"Delayed - Transit",138,3,276.89,331.34,0.40,994.02,830.67,596.41,-234.26,-39.28
ORD-11383,2023-09-09,Apparel,Shirts,East,On-Time,29,1,70.36,153.57,0.00,153.57,70.36,153.57,83.21,54.18
ORD-11384,2023-06-20,Electronics,Computers,North,On-Time,28,2,70.07,145.38,0.05,290.76,140.14,276.22,136.08,49.27
ORD-11385,2023-09-10,Furniture,Tables,East,"Delayed - Customs",101,5,370.89,448.13,0.51,2240.65,1854.45,1097.92,-756.53,-68.91
ORD-11386,2023-09-08,Furniture,Desks,West,On-Time,132,4,376.22,467.45,0.39,1869.80,1504.88,1140.58,-364.30,-31.94
ORD-11387,2023-10-26,Electronics,Accessories,North,"Delayed - Transit",126,4,145.60,157.39,0.51,629.56,582.40,308.48,-273.92,-88.79
ORD-11388,2023-06-15,Apparel,Footwear,North,"Delayed - Customs",128,3,220.21,260.68,0.45,782.04,660.63,430.12,-230.51,-53.59
ORD-11389,2023-12-15,Furniture,Tables,East,"Delayed - Transit",94,5,380.05,457.32,0.37,2286.60,1900.25,1440.56,-459.69,-31.91
ORD-11390,2023-08-04,Apparel,Pants,East,On-Time,23,5,110.47,185.60,0.00,928.00,552.35,928.00,375.65,40.48
ORD-11391,2023-11-10,Apparel,Shirts,South,"Delayed - Transit",112,1,264.28,291.58,0.62,291.58,264.28,110.80,-153.48,-138.52
ORD-11392,2023-06-28,Electronics,Audio,West,On-Time,38,2,81.88,166.30,0.00,332.60,163.76,332.60,168.84,50.76
ORD-11393,2023-07-07,Apparel,Footwear,West,On-Time,9,1,44.25,95.17,0.00,95.17,44.25,95.17,50.92,53.50
ORD-11394,2023-09-12,Electronics,Computers,East,On-Time,18,3,190.80,337.23,0.05,1011.69,572.40,961.11,388.71,40.44
ORD-11395,2023-03-06,Apparel,Shirts,West,On-Time,34,2,250.36,529.18,0.00,1058.36,500.72,1058.36,557.64,52.69
ORD-11396,2023-05-20,Apparel,Shirts,East,On-Time,15,4,198.96,455.92,0.05,1823.68,795.84,1732.50,936.66,54.06
ORD-11397,2023-11-09,Electronics,Audio,South,On-Time,36,3,33.20,58.83,0.05,176.49,99.60,167.67,68.07,40.60
ORD-11398,2023-05-19,Apparel,Pants,South,On-Time,35,4,281.19,619.39,0.00,2477.56,1124.76,2477.56,1352.80,54.60
ORD-11399,2023-05-19,Furniture,Tables,West,"Delayed - Transit",120,2,235.89,286.27,0.55,572.54,471.78,257.64,-214.14,-83.11
ORD-11400,2023-06-22,Electronics,Audio,South,On-Time,35,2,273.53,621.57,0.00,1243.14,547.06,1243.14,696.08,55.99
ORD-11401,2023-09-24,Apparel,Footwear,East,"Delayed - Transit",142,2,76.85,85.44,0.57,170.88,153.70,73.48,-80.22,-109.18
ORD-11402,2023-02-11,Apparel,Pants,North,On-Time,31,2,217.94,357.24,0.05,714.48,435.88,678.76,242.88,35.78
ORD-11403,2023-12-12,Apparel,Pants,North,On-Time,5,5,367.28,728.30,0.05,3641.50,1836.40,3459.43,1623.03,46.92
ORD-11404,2023-08-10,Furniture,Desks,South,On-Time,104,2,35.63,41.08,0.47,82.16,71.26,43.54,-27.72,-63.65
ORD-11405,2023-01-20,Apparel,Pants,East,On-Time,37,1,29.52,69.74,0.00,69.74,29.52,69.74,40.22,57.67
ORD-11406,2023-12-06,Furniture,Desks,South,On-Time,94,5,73.80,94.54,0.63,472.70,369.00,174.90,-194.10,-110.98
ORD-11407,2023-11-27,Furniture,Chairs,South,On-Time,149,3,48.88,51.50,0.51,154.50,146.64,75.71,-70.94,-93.70
ORD-11408,2023-01-02,Electronics,Computers,North,On-Time,22,2,174.43,375.74,0.05,751.48,348.86,713.91,365.05,51.13
ORD-11409,2023-03-22,Furniture,Desks,West,"Delayed - Customs",90,4,303.93,373.29,0.40,1493.16,1215.72,895.90,-319.82,-35.70
ORD-11410,2023-03-01,Electronics,Computers,West,On-Time,41,2,197.96,443.34,0.05,886.68,395.92,842.35,446.43,53.00
ORD-11411,2023-02-04,Furniture,Desks,South,On-Time,140,2,398.20,510.80,0.65,1021.60,796.40,357.56,-438.84,-122.73
ORD-11412,2023-05-16,Apparel,Footwear,South,On-Time,6,5,156.69,346.14,0.00,1730.70,783.45,1730.70,947.25,54.73
ORD-11413,2023-07-24,Electronics,Accessories,South,On-Time,37,1,259.83,552.07,0.00,552.07,259.83,552.07,292.24,52.94
ORD-11414,2023-05-09,Apparel,Shirts,South,On-Time,36,4,225.18,478.47,0.00,1913.88,900.72,1913.88,1013.16,52.94
ORD-11415,2023-02-21,Apparel,Footwear,West,On-Time,22,1,207.26,379.38,0.00,379.38,207.26,379.38,172.12,45.37
ORD-11416,2023-07-08,Apparel,Shirts,West,On-Time,39,1,340.15,585.16,0.00,585.16,340.15,585.16,245.01,41.87
ORD-11417,2023-08-17,Electronics,Computers,North,"Delayed - Transit",94,1,285.63,363.59,0.49,363.59,285.63,185.43,-100.20,-54.04
ORD-11418,2023-08-02,Electronics,Accessories,East,"Delayed - Customs",126,1,170.13,193.47,0.39,193.47,170.13,118.02,-52.11,-44.16
ORD-11419,2023-06-06,Apparel,Footwear,North,On-Time,41,5,189.02,415.01,0.05,2075.05,945.10,1971.30,1026.20,52.06
ORD-11420,2023-09-13,Electronics,Audio,South,On-Time,30,5,135.16,247.31,0.00,1236.55,675.80,1236.55,560.75,45.35
ORD-11421,2023-12-19,Furniture,Desks,South,On-Time,98,4,259.38,282.96,0.60,1131.84,1037.52,452.74,-584.78,-129.17
ORD-11422,2023-07-20,Furniture,Tables,North,"Delayed - Transit",123,4,152.78,180.87,0.40,723.48,611.12,434.09,-177.03,-40.78
ORD-11423,2023-04-21,Apparel,Footwear,West,On-Time,43,2,352.26,595.54,0.00,1191.08,704.52,1191.08,486.56,40.85
ORD-11424,2023-03-22,Furniture,Chairs,South,"Delayed - Transit",114,2,329.53,355.75,0.54,711.50,659.06,327.29,-331.77,-101.37
ORD-11425,2023-06-18,Furniture,Desks,East,On-Time,76,4,140.22,148.02,0.00,592.08,560.88,592.08,31.20,5.27
ORD-11426,2023-06-09,Furniture,Desks,West,On-Time,155,1,72.71,79.95,0.46,79.95,72.71,43.17,-29.54,-68.42
ORD-11427,2023-04-30,Furniture,Tables,North,"Delayed - Transit",138,3,137.37,183.45,0.51,550.35,412.11,269.67,-142.44,-52.82
ORD-11428,2023-04-01,Furniture,Chairs,West,"Delayed - Customs",123,5,133.72,160.69,0.53,803.45,668.60,377.62,-290.98,-77.06
ORD-11429,2023-04-01,Apparel,Footwear,West,On-Time,32,3,355.35,696.19,0.05,2088.57,1066.05,1984.14,918.09,46.27
ORD-11430,2023-05-09,Furniture,Chairs,West,"Delayed - Customs",97,2,287.79,339.72,0.36,679.44,575.58,434.84,-140.74,-32.37
ORD-11431,2023-08-04,Furniture,Chairs,North,On-Time,75,4,234.53,247.09,0.05,988.36,938.12,938.94,0.82,0.09
ORD-11432,2023-06-03,Electronics,Audio,West,On-Time,26,2,57.60,125.54,0.00,251.08,115.20,251.08,135.88,54.12
ORD-11433,2023-10-21,Furniture,Chairs,East,On-Time,135,5,150.71,160.98,0.51,804.90,753.55,394.40,-359.15,-91.06
ORD-11434,2023-11-18,Electronics,Accessories,West,On-Time,47,5,114.74,214.52,0.00,1072.60,573.70,1072.60,498.90,46.51
ORD-11435,2023-01-23,Electronics,Accessories,South,On-Time,26,4,159.43,347.78,0.00,1391.12,637.72,1391.12,753.40,54.16
ORD-11436,2023-02-03,Electronics,Audio,West,On-Time,9,4,339.72,647.00,0.05,2588.00,1358.88,2458.60,1099.72,44.73
ORD-11437,2023-02-23,Electronics,Computers,West,On-Time,28,2,290.37,696.41,0.00,1392.82,580.74,1392.82,812.08,58.30
ORD-11438,2023-04-16,Furniture,Tables,North,On-Time,109,2,56.17,67.22,0.53,134.44,112.34,63.19,-49.15,-77.79
ORD-11439,2023-09-25,Apparel,Pants,East,On-Time,43,5,295.27,561.83,0.00,2809.15,1476.35,2809.15,1332.80,47.44
ORD-11440,2023-09-25,Apparel,Footwear,South,On-Time,24,3,369.39,823.32,0.00,2469.96,1108.17,2469.96,1361.79,55.13
ORD-11441,2023-06-22,Electronics,Audio,West,On-Time,49,3,257.55,512.12,0.05,1536.36,772.65,1459.54,686.89,47.06
ORD-11442,2023-08-26,Furniture,Desks,North,On-Time,110,2,154.30,174.02,0.50,348.04,308.60,174.02,-134.58,-77.34
ORD-11443,2023-04-26,Electronics,Accessories,South,"Delayed - Transit",89,1,45.65,53.27,0.59,53.27,45.65,21.84,-23.81,-109.01
ORD-11444,2023-03-18,Electronics,Accessories,South,On-Time,6,4,309.00,631.35,0.05,2525.40,1236.00,2399.13,1163.13,48.48
ORD-11445,2023-11-04,Furniture,Tables,North,"Delayed - Transit",151,5,110.22,128.95,0.55,644.75,551.10,290.14,-260.96,-89.94
ORD-11446,2023-04-05,Apparel,Pants,East,On-Time,6,3,39.81,68.67,0.00,206.01,119.43,206.01,86.58,42.03
ORD-11447,2023-03-20,Apparel,Pants,North,On-Time,28,4,357.55,719.02,0.05,2876.08,1430.20,2732.28,1302.08,47.66
ORD-11448,2023-01-30,Furniture,Uncategorized,South,On-Time,125,2,280.37,322.41,0.58,644.82,560.74,270.82,-289.92,-107.05
ORD-11449,2023-03-18,Electronics,Computers,North,On-Time,40,2,223.18,380.20,0.00,760.40,446.36,760.40,314.04,41.30
ORD-11450,2023-08-26,Apparel,Footwear,West,"Delayed - Transit",126,4,238.78,272.29,0.40,1089.16,955.12,653.50,-301.62,-46.16
ORD-11451,2023-07-18,Electronics,Accessories,South,"Delayed - Customs",131,2,34.25,40.32,0.50,80.64,68.50,40.32,-28.18,-69.89
ORD-11452,2023-01-18,Apparel,Footwear,West,On-Time,45,1,386.72,728.18,0.05,728.18,386.72,691.77,305.05,44.10
ORD-11453,2023-06-26,Electronics,Computers,East,On-Time,26,3,58.13,104.99,0.05,314.97,174.39,299.22,124.83,41.72
ORD-11454,2023-07-07,Apparel,Shirts,West,On-Time,55,2,55.25,92.04,0.05,184.08,110.50,174.88,64.38,36.81
ORD-11455,2023-08-06,Electronics,Accessories,East,"Delayed - Transit",126,5,38.80,50.79,0.56,253.95,194.00,111.74,-82.26,-73.62
ORD-11456,2023-08-20,Electronics,Uncategorized,West,On-Time,13,3,310.44,517.07,0.05,1551.21,931.32,1473.65,542.33,36.80
ORD-11457,2023-05-17,Furniture,Desks,East,On-Time,162,5,58.32,75.87,0.52,379.35,291.60,182.09,-109.51,-60.14
ORD-11458,2023-02-11,Electronics,Computers,South,On-Time,32,4,288.82,500.89,0.00,2003.56,1155.28,2003.56,848.28,42.34
ORD-11459,2023-09-15,Electronics,Accessories,South,On-Time,24,2,87.40,209.23,0.00,418.46,174.80,418.46,243.66,58.23
ORD-11460,2023-06-20,Electronics,Uncategorized,North,On-Time,39,2,355.91,816.85,0.05,1633.70,711.82,1552.02,840.20,54.14
ORD-11461,2023-01-14,Furniture,Tables,East,On-Time,122,4,114.84,154.98,0.51,619.92,459.36,303.76,-155.60,-51.22
ORD-11462,2023-08-30,Furniture,Chairs,North,On-Time,112,3,162.80,210.14,0.46,630.42,488.40,340.43,-147.97,-43.47
ORD-11463,2023-01-24,Apparel,Pants,East,On-Time,35,2,180.53,412.87,0.05,825.74,361.06,784.45,423.39,53.97
ORD-11464,2023-06-27,Apparel,Shirts,North,On-Time,39,1,93.54,150.44,0.05,150.44,93.54,142.92,49.38,34.55
ORD-11465,2023-05-25,Electronics,Accessories,East,On-Time,38,4,337.02,711.83,0.00,2847.32,1348.08,2847.32,1499.24,52.65
ORD-11466,2023-08-20,Apparel,Shirts,North,"Delayed - Customs",104,5,375.33,397.52,0.64,1987.60,1876.65,715.54,-1161.11,-162.27
ORD-11467,2023-05-24,Electronics,Accessories,North,On-Time,23,2,329.53,564.88,0.05,1129.76,659.06,1073.27,414.21,38.59
ORD-11468,2023-06-15,Furniture,Desks,West,On-Time,112,3,213.65,272.71,0.50,818.13,640.95,409.07,-231.89,-56.69
ORD-11469,2023-09-01,Apparel,Footwear,North,"Delayed - Transit",114,3,233.01,283.06,0.38,849.18,699.03,526.49,-172.54,-32.77
ORD-11470,2023-02-11,Furniture,Tables,West,On-Time,107,4,114.14,125.36,0.55,501.44,456.56,225.65,-230.91,-102.33
ORD-11471,2023-07-20,Electronics,Accessories,North,On-Time,46,3,70.74,134.57,0.00,403.71,212.22,403.71,191.49,47.43
ORD-11472,2023-04-12,Electronics,Computers,West,On-Time,9,2,197.55,385.76,0.05,771.52,395.10,732.94,337.84,46.09
ORD-11473,2023-09-18,Apparel,Pants,East,"Delayed - Transit",107,1,65.43,88.16,0.40,88.16,65.43,52.90,-12.53,-23.70
ORD-11474,2023-04-02,Electronics,Audio,East,On-Time,5,5,87.72,181.70,0.05,908.50,438.60,863.08,424.48,49.18
ORD-11475,2023-05-19,Electronics,Audio,East,On-Time,22,5,172.22,378.35,0.05,1891.75,861.10,1797.16,936.06,52.09
ORD-11476,2023-07-09,Electronics,Accessories,North,"Delayed - Transit",123,5,222.57,261.23,0.44,1306.15,1112.85,731.44,-381.41,-52.14
ORD-11477,2023-05-20,Electronics,Accessories,North,On-Time,34,2,228.62,546.35,0.00,1092.70,457.24,1092.70,635.46,58.16
ORD-11478,2023-06-20,Electronics,Accessories,West,On-Time,39,1,398.39,678.39,0.05,678.39,398.39,644.47,246.08,38.18
ORD-11479,2023-06-06,Electronics,Accessories,North,On-Time,29,3,298.00,516.61,0.00,1549.83,894.00,1549.83,655.83,42.32
ORD-11480,2023-02-13,Apparel,Shirts,East,On-Time,32,1,50.04,97.14,0.00,97.14,50.04,97.14,47.10,48.49
ORD-11481,2023-10-21,Furniture,Tables,North,On-Time,84,4,104.66,113.69,0.00,454.76,418.64,454.76,36.12,7.94
ORD-11482,2023-11-27,Apparel,Shirts,East,On-Time,50,3,43.78,99.48,0.05,298.44,131.34,283.52,152.18,53.67
ORD-11483,2023-05-03,Furniture,Chairs,West,On-Time,119,5,290.52,371.88,0.60,1859.40,1452.60,743.76,-708.84,-95.30
ORD-11484,2023-10-26,Furniture,Desks,North,On-Time,92,1,56.90,62.84,0.54,62.84,56.90,28.91,-27.99,-96.84
ORD-11485,2023-08-28,Furniture,Desks,East,"Delayed - Transit",152,4,315.83,416.69,0.59,1666.76,1263.32,683.37,-579.95,-84.87
ORD-11486,2023-09-11,Apparel,Pants,West,On-Time,30,5,47.58,91.43,0.05,457.15,237.90,434.29,196.39,45.22
ORD-11487,2023-12-21,Electronics,Accessories,West,On-Time,31,2,232.63,491.37,0.00,982.74,465.26,982.74,517.48,52.66
ORD-11488,2023-04-19,Apparel,Shirts,West,"Delayed - Transit",110,2,327.38,412.63,0.55,825.26,654.76,371.37,-283.39,-76.31
ORD-11489,2023-04-06,Apparel,Footwear,North,On-Time,10,3,333.63,694.28,0.05,2082.84,1000.89,1978.70,977.81,49.42
ORD-11490,2023-06-24,Furniture,Desks,East,On-Time,137,5,230.59,265.12,0.55,1325.60,1152.95,596.52,-556.43,-93.28
ORD-11491,2023-11-30,Furniture,Chairs,West,On-Time,113,4,217.34,287.91,0.63,1151.64,869.36,426.11,-443.25,-104.02
ORD-11492,2023-07-31,Electronics,Accessories,South,On-Time,44,4,233.72,512.96,0.00,2051.84,934.88,2051.84,1116.96,54.44
ORD-11493,2023-08-07,Apparel,Footwear,East,"Delayed - Transit",104,1,28.19,35.11,0.47,35.11,28.19,18.61,-9.58,-51.49
ORD-11494,2023-01-31,Apparel,Footwear,West,On-Time,41,5,201.43,410.12,0.05,2050.60,1007.15,1948.07,940.92,48.30
