order_id,order_date,category,sub_category,region,supply_chain_status,quantity,unit_cost,unit_price,discount_pct,inventory_days
ORD-13033,2023-08-16,Furniture,Desks,West,On-Time,4,94.11,102.99,0.63,121
ORD-13034,2023-06-17,Furniture,Chairs,North,On-Time,5,117.8,132.68,0.4,109
ORD-13035,2023-07-13,Electronics,Computers,South,On-Time,3,132.82,259.4,0.0,40
ORD-13036,2023-08-06,Apparel,Shirts,West,On-Time,3,391.7,831.61,0.0,49
ORD-13037,2023-07-30,Apparel,Footwear,West,On-Time,5,252.02,441.03,0.05,43
ORD-13038,2023-02-17,Apparel,Footwear,East,On-Time,1,393.75,829.59,0.05,28
ORD-13039,2023-05-17,Apparel,,East,On-Time,5,149.91,244.75,0.0,38
ORD-13040,2023-08-21,Apparel,Pants,North,Delayed - Transit,2,89.91,109.19,0.53,158
ORD-13041,2023-06-23,Electronics,Computers,West,On-Time,4,304.02,539.07,0.05,40
ORD-13042,2023-08-30,Electronics,Computers,North,Delayed - Transit,2,280.75,366.51,0.41,129
ORD-13043,2023-03-21,Apparel,Shirts,West,On-Time,3,91.45,189.62,0.05,43
ORD-13044,2023-03-21,Furniture,Desks,West,On-Time,4,362.63,386.84,0.53,160
ORD-13045,2023-05-30,Electronics,Audio,South,Delayed - Customs,5,210.64,235.56,0.62,110
ORD-13046,2023-09-06,Apparel,Shirts,South,On-Time,2,92.44,172.84,0.05,28
ORD-13047,2023-08-20,Furniture,Tables,West,On-Time,5,118.72,137.19,0.42,175
ORD-13048,2023-01-29,Electronics,Computers,East,On-Time,5,258.98,556.67,0.05,43
ORD-13049,2023-07-21,Apparel,Pants,South,On-Time,5,302.17,600.58,0.05,38
ORD-13050,2023-12-27,Furniture,Chairs,West,Delayed - Transit,5,177.13,213.34,0.59,140
ORD-13051,2023-03-25,Apparel,Footwear,West,On-Time,3,311.15,579.39,0.05,28
ORD-13052,2023-06-22,Electronics,Accessories,South,On-Time,1,380.19,639.6,0.05,27
ORD-13053,2023-05-13,Apparel,Shirts,West,On-Time,5,340.01,802.34,0.05,30
ORD-13054,2023-07-08,Furniture,Chairs,West,On-Time,2,63.51,81.0,0.53,107
ORD-13055,2023-07-12,Furniture,Desks,North,On-Time,2,228.5,249.27,0.52,108
ORD-13056,2023-11-30,Furniture,Chairs,South,Delayed - Transit,3,389.62,426.25,0.39,118
ORD-13057,2023-12-31,Furniture,Desks,South,Delayed - Customs,5,286.2,345.93,0.37,121
ORD-13058,2023-12-22,Electronics,,North,On-Time,1,83.52,171.76,0.05,30
ORD-13059,2023-11-29,Electronics,Accessories,South,On-Time,5,368.32,620.47,0.05,17
ORD-13060,2023-09-26,Furniture,Desks,South,On-Time,1,395.11,465.28,0.05,80
ORD-13061,2023-11-14,Apparel,,North,On-Time,2,396.37,681.13,0.05,21
ORD-13062,2023-10-26,Apparel,Pants,East,On-Time,5,15.84,28.66,0.0,48
ORD-13063,2023-01-02,Furniture,Chairs,South,Delayed - Customs,3,269.23,317.28,0.6,130
ORD-13064,2023-05-03,Furniture,Tables,South,On-Time,1,351.35,391.14,0.05,84
ORD-13065,2023-05-06,Apparel,Footwear,East,Delayed - Customs,3,73.13,87.56,0.0,83
ORD-13066,2023-09-27,Electronics,Accessories,South,On-Time,4,76.21,126.67,0.0,17
ORD-13067,2023-12-09,Furniture,Tables,East,On-Time,4,318.51,396.47,0.61,124
ORD-13068,2023-11-07,Furniture,Desks,East,Delayed - Transit,4,335.39,427.2,0.58,124
ORD-13069,2023-02-05,Electronics,Accessories,North,Delayed - Transit,3,368.31,413.28,0.51,135
ORD-13070,2023-12-06,Apparel,Shirts,North,On-Time,2,361.66,640.01,0.0,30
ORD-13071,2023-08-20,Furniture,Desks,North,On-Time,1,260.13,282.57,0.65,100
ORD-13072,2023-05-03,Furniture,Desks,South,Delayed - Customs,3,198.07,252.62,0.47,168
ORD-13073,2023-07-07,Electronics,Audio,West,On-Time,5,294.64,633.89,0.0,46
ORD-13074,2023-12-14,Electronics,Accessories,West,On-Time,4,227.09,376.96,0.0,38
ORD-13075,2023-09-28,Electronics,Audio,West,On-Time,4,307.54,592.04,0.0,17
ORD-13076,2023-07-10,Furniture,Chairs,West,On-Time,3,68.01,80.69,0.46,121
ORD-13077,2023-06-16,Furniture,Tables,East,On-Time,1,44.6,55.27,0.05,81
ORD-13078,2023-05-07,Furniture,Chairs,South,On-Time,2,67.33,74.24,0.51,152
ORD-13079,2023-04-28,Apparel,Footwear,East,On-Time,1,181.89,333.67,0.05,29
ORD-13080,2023-10-03,Electronics,Computers,North,On-Time,5,172.93,298.37,0.0,47
ORD-13081,2023-07-26,Electronics,Accessories,East,Delayed - Customs,5,45.39,58.45,0.54,114
ORD-13082,2023-03-28,Furniture,Tables,South,On-Time,3,395.89,494.71,0.64,111
ORD-13083,2023-10-15,Apparel,Footwear,North,On-Time,1,23.07,48.65,0.05,20
ORD-13084,2023-09-11,Furniture,Desks,West,Delayed - Customs,5,274.51,315.33,0.53,117
ORD-13085,2023-05-18,Furniture,Chairs,East,On-Time,2,392.31,465.47,0.56,146
ORD-13086,2023-09-17,Furniture,Tables,North,On-Time,4,44.13,49.01,0.0,74
ORD-13087,2023-06-05,Electronics,Accessories,South,On-Time,3,328.32,613.24,0.05,13
ORD-13088,2023-07-13,Furniture,Desks,North,On-Time,5,326.99,348.23,0.59,92
ORD-13089,2023-12-22,Furniture,Desks,West,Delayed - Transit,4,206.56,247.43,0.48,122
ORD-13090,2023-04-17,Furniture,Tables,North,On-Time,2,269.88,330.37,0.47,125
ORD-13091,2023-06-22,Electronics,Computers,West,On-Time,1,264.97,558.79,0.0,31
ORD-13092,2023-02-01,Electronics,Audio,South,Delayed - Customs,3,219.76,266.96,0.48,146
ORD-13093,2023-02-23,Apparel,Footwear,South,On-Time,1,313.55,688.29,0.05,41
ORD-13094,2023-12-10,Apparel,Shirts,East,On-Time,3,146.28,287.7,0.05,22
ORD-13095,2023-08-10,Apparel,Footwear,West,On-Time,4,142.53,283.15,0.05,22
ORD-13096,2023-02-11,Apparel,Shirts,South,On-Time,4,183.76,376.37,0.05,27
ORD-13097,2023-09-12,Furniture,Desks,East,On-Time,2,353.17,442.14,0.37,151
ORD-13098,2023-11-11,Furniture,Chairs,East,On-Time,4,263.08,315.71,0.42,116
ORD-13099,2023-03-08,Electronics,Audio,East,Delayed - Transit,2,218.03,231.68,0.51,134
ORD-13100,2023-12-16,Apparel,Pants,East,On-Time,4,20.25,40.71,0.05,35
ORD-13101,2023-10-13,Electronics,Computers,West,On-Time,2,233.24,412.65,0.05,26
ORD-13102,2023-11-14,Apparel,Shirts,West,On-Time,3,19.97,45.12,0.0,29
ORD-13103,2023-01-15,Furniture,Desks,South,On-Time,2,77.42,94.11,0.55,116
ORD-13104,2023-05-06,Furniture,Desks,South,On-Time,1,146.35,172.62,0.52,130
ORD-13105,2023-01-11,Furniture,Chairs,East,On-Time,4,59.99,64.11,0.5,138
ORD-13106,2023-08-12,Furniture,Chairs,East,On-Time,5,193.96,235.91,0.58,135
ORD-13107,2023-08-15,Apparel,Footwear,South,On-Time,4,286.25,541.44,0.0,31
ORD-13108,2023-05-07,Apparel,Footwear,West,On-Time,1,31.51,64.69,0.05,4
ORD-13109,2023-09-06,Furniture,Desks,East,Delayed - Customs,1,238.34,283.12,0.44,156
ORD-13110,2023-05-29,Electronics,Accessories,North,On-Time,5,148.05,326.17,0.05,45
ORD-13111,2023-10-19,Furniture,Chairs,West,Delayed - Customs,2,26.91,30.32,0.64,110
ORD-13112,2023-11-10,Electronics,Accessories,West,On-Time,3,375.76,601.66,0.05,25
ORD-13113,2023-11-14,Apparel,Pants,East,On-Time,3,188.7,385.86,0.05,49
ORD-13114,2023-04-15,Electronics,Accessories,South,On-Time,4,145.11,324.53,0.0,31
ORD-13115,2023-03-02,Apparel,Shirts,South,Delayed - Transit,3,112.56,136.73,0.54,105
ORD-13116,2023-07-25,Furniture,Desks,East,On-Time,2,356.68,415.93,0.64,156
ORD-13117,2023-06-10,Electronics,Computers,North,On-Time,2,245.6,467.87,0.0,36
ORD-13118,2023-12-18,Furniture,Chairs,North,On-Time,3,26.8,29.9,0.47,101
ORD-13119,2023-11-19,Apparel,Footwear,West,On-Time,3,17.03,37.11,0.05,2
ORD-13120,2023-11-30,Furniture,Tables,South,On-Time,4,164.13,205.98,0.37,109
ORD-13121,2023-09-10,Apparel,Pants,North,On-Time,3,323.91,687.31,0.05,32
ORD-13122,2023-04-01,Furniture,Chairs,East,On-Time,1,165.46,200.56,0.58,98
ORD-13123,2023-07-16,Electronics,Audio,East,On-Time,4,67.07,143.55,0.0,19
ORD-13124,2023-01-06,Furniture,Tables,East,Delayed - Transit,4,30.74,35.68,0.47,129
ORD-13125,2023-10-18,Apparel,Pants,South,Delayed - Transit,4,303.24,367.44,0.46,113
ORD-13126,2023-01-27,Apparel,Pants,East,On-Time,5,83.33,161.79,0.0,39
ORD-13127,2023-04-23,Apparel,Shirts,North,On-Time,2,308.68,570.87,0.05,23
ORD-13128,2023-07-22,Electronics,Audio,West,Delayed - Transit,4,399.14,438.44,0.0,71
ORD-13129,2023-04-30,Apparel,Pants,East,On-Time,5,107.69,246.11,0.0,47
ORD-13130,2023-02-12,Electronics,Computers,South,On-Time,5,97.0,178.1,0.0,39
ORD-13131,2023-08-08,Apparel,Shirts,East,On-Time,5,297.02,652.41,0.0,48
ORD-13132,2023-07-19,Apparel,Footwear,West,On-Time,1,151.61,315.28,0.05,49
ORD-13133,2023-12-18,Apparel,Pants,South,Delayed - Transit,3,353.05,434.27,0.0,82
ORD-13134,2023-01-27,Furniture,Desks,East,Delayed - Transit,5,331.8,436.28,0.49,124
ORD-13135,2023-03-06,Furniture,Chairs,South,On-Time,3,216.09,283.47,0.36,93
ORD-13136,2023-08-18,Apparel,,West,On-Time,3,394.78,856.51,0.0,6
ORD-13137,2023-05-28,Electronics,Accessories,East,On-Time,5,69.4,159.73,0.05,44
ORD-13138,2023-03-06,Furniture,Tables,West,On-Time,2,374.99,489.34,0.0,81
ORD-13139,2023-07-10,Furniture,Desks,North,On-Time,5,86.51,108.45,0.47,142
ORD-13140,2023-11-10,Electronics,Accessories,North,On-Time,4,332.84,592.71,0.05,32
ORD-13141,2023-08-30,Electronics,Computers,North,On-Time,5,188.23,403.56,0.05,33
ORD-13142,2023-01-01,Furniture,Tables,West,Delayed - Transit,4,383.87,458.49,0.51,111
ORD-13143,2023-08-31,Furniture,Desks,West,On-Time,1,135.6,145.22,0.5,100
ORD-13144,2023-01-31,Electronics,Computers,East,On-Time,2,144.14,339.04,0.0,26
ORD-13145,2023-05-17,Apparel,Pants,South,On-Time,3,343.24,656.94,0.0,1
ORD-13146,2023-06-21,Electronics,Accessories,East,On-Time,3,315.95,518.91,0.0,29
ORD-13147,2023-11-13,Furniture,Desks,South,On-Time,3,370.74,435.14,0.47,119
ORD-13148,2023-07-23,Apparel,Shirts,East,On-Time,5,225.68,378.2,0.0,43
ORD-13149,2023-11-13,Apparel,Pants,North,On-Time,5,387.53,700.5,0.0,26
ORD-13150,2023-07-17,Electronics,Audio,South,On-Time,4,214.64,383.41,0.05,18
ORD-13151,2023-11-25,Furniture,Chairs,South,On-Time,5,86.24,105.08,0.4,86
ORD-13152,2023-11-01,Electronics,Accessories,South,Delayed - Customs,4,90.05,117.97,0.05,83
ORD-13153,2023-10-13,Apparel,Pants,South,On-Time,3,41.91,74.1,0.0,43
ORD-13154,2023-06-15,Electronics,Computers,West,On-Time,2,101.99,214.66,0.05,40
ORD-13155,2023-10-28,Apparel,Shirts,East,On-Time,3,203.09,334.12,0.05,22
ORD-13156,2023-06-14,Electronics,Audio,East,On-Time,4,128.49,305.32,0.0,22
ORD-13157,2023-06-07,Electronics,Computers,North,On-Time,1,119.27,225.85,0.05,36
ORD-13158,2023-05-09,Apparel,Footwear,South,On-Time,5,319.45,705.87,0.0,37
ORD-13159,2023-07-07,Furniture,Tables,North,On-Time,2,380.18,446.3,0.44,119
ORD-13160,2023-03-30,Apparel,Shirts,East,On-Time,1,361.7,756.49,0.0,25
ORD-13161,2023-01-27,Furniture,Desks,West,Delayed - Transit,5,316.78,336.96,0.05,83
ORD-13162,2023-05-16,Apparel,Pants,East,On-Time,2,306.14,559.01,0.0,37
ORD-13163,2023-11-18,Furniture,Desks,South,On-Time,2,195.8,248.89,0.5,94
ORD-13164,2023-07-25,Electronics,Accessories,North,On-Time,1,129.99,221.39,0.0,20
ORD-13165,2023-10-18,Furniture,Chairs,East,On-Time,4,201.9,217.18,0.58,186
ORD-13166,2023-10-17,Apparel,Shirts,North,Delayed - Customs,4,315.8,368.76,0.65,124
ORD-13167,2023-01-05,Apparel,Shirts,East,On-Time,5,332.52,582.74,0.05,52
ORD-13168,2023-04-25,Furniture,Chairs,South,On-Time,4,333.73,445.1,0.45,87
ORD-13169,2023-11-19,Furniture,Desks,East,Delayed - Transit,2,87.79,111.83,0.49,131
ORD-13170,2023-02-12,Apparel,Pants,West,On-Time,4,38.95,66.04,0.0,41
ORD-13171,2023-05-04,Electronics,Accessories,West,On-Time,4,242.17,558.49,0.05,22
ORD-13172,2023-03-02,Apparel,Shirts,South,On-Time,2,108.53,255.76,0.0,44
ORD-13173,2023-06-02,Electronics,Computers,East,On-Time,1,58.48,123.91,0.0,57
ORD-13174,2023-07-04,Furniture,Chairs,East,On-Time,3,23.09,26.28,0.05,81
ORD-13175,2023-12-01,Furniture,Desks,West,On-Time,3,132.18,144.51,0.48,98
ORD-13176,2023-01-04,Furniture,Chairs,East,Delayed - Transit,3,156.82,174.81,0.56,121
ORD-13177,2023-05-30,Electronics,Computers,West,Delayed - Transit,2,181.74,231.52,0.46,95
ORD-13178,2023-05-22,Electronics,Accessories,East,On-Time,2,122.01,198.33,0.05,34
ORD-13179,2023-12-15,Furniture,Chairs,North,On-Time,2,198.27,223.86,0.56,131
ORD-13180,2023-04-07,Furniture,Desks,South,On-Time,2,353.0,465.99,0.39,87
ORD-13181,2023-09-21,Apparel,Pants,North,Delayed - Transit,1,86.86,111.4,0.5,95
ORD-13182,2023-09-22,Electronics,Computers,North,On-Time,4,225.17,467.83,0.0,12
ORD-13183,2023-04-02,Furniture,Tables,South,On-Time,5,268.89,289.67,0.58,141
ORD-13184,2023-11-05,Apparel,Shirts,South,On-Time,4,67.39,155.63,0.0,12
ORD-13185,2023-04-23,Furniture,Chairs,East,On-Time,3,81.27,87.01,0.51,128
ORD-13186,2023-01-17,Furniture,Tables,East,Delayed - Customs,4,184.76,228.51,0.61,144
ORD-13187,2023-09-17,Furniture,Desks,South,On-Time,4,281.6,342.9,0.43,133
ORD-13188,2023-11-17,Furniture,Desks,North,On-Time,1,247.62,266.36,0.64,159
ORD-13189,2023-11-08,Apparel,Shirts,West,Delayed - Customs,2,240.05,282.77,0.61,118
ORD-13190,2023-01-08,Furniture,Chairs,North,On-Time,3,90.35,113.26,0.5,161
ORD-13191,2023-07-17,Electronics,Accessories,East,On-Time,2,371.54,736.13,0.0,32
ORD-13192,2023-03-16,Electronics,Computers,East,On-Time,1,304.57,554.59,0.05,32
ORD-13193,2023-01-20,Electronics,Computers,South,Delayed - Transit,4,390.7,420.72,0.54,99
ORD-13194,2023-06-28,Furniture,Chairs,East,Delayed - Customs,1,398.88,508.86,0.45,134
ORD-13195,2023-02-07,Apparel,Pants,East,Delayed - Customs,5,181.2,194.56,0.55,113
ORD-13196,2023-05-29,Electronics,Accessories,South,On-Time,2,301.79,692.85,0.05,54
ORD-13197,2023-03-19,Furniture,Chairs,South,On-Time,1,162.97,175.83,0.51,147
ORD-13198,2023-05-15,Apparel,Pants,West,On-Time,3,208.64,405.87,0.0,25
ORD-13199,2023-03-16,Electronics,Audio,South,On-Time,5,297.49,484.51,0.05,25
ORD-13200,2023-05-27,Electronics,Accessories,North,On-Time,3,222.24,365.03,0.05,19
ORD-13201,2023-03-13,Apparel,,North,On-Time,4,47.59,112.72,0.0,42
ORD-13202,2023-07-12,Furniture,Chairs,West,Delayed - Transit,5,132.07,151.37,0.62,114
ORD-13203,2023-08-31,Apparel,Pants,West,On-Time,1,328.15,711.99,0.05,29
ORD-13204,2023-04-27,Apparel,Footwear,West,Delayed - Customs,3,347.27,417.76,0.45,114
ORD-13205,2023-04-11,Electronics,Audio,East,On-Time,5,31.4,69.17,0.0,16
ORD-13206,2023-08-16,Apparel,Pants,West,On-Time,1,173.55,299.65,0.0,1
ORD-13207,2023-09-16,Electronics,Audio,North,On-Time,4,331.69,772.65,0.05,33
ORD-13208,2023-02-03,Electronics,Computers,West,On-Time,4,28.68,58.32,0.0,23
ORD-13209,2023-02-22,Furniture,Desks,North,On-Time,2,266.99,303.15,0.44,100
ORD-13210,2023-05-31,Electronics,Computers,East,On-Time,1,329.63,757.07,0.0,29
ORD-13211,2023-09-15,Furniture,Desks,South,On-Time,3,232.84,293.2,0.53,139
ORD-13212,2023-05-11,Electronics,Computers,West,On-Time,1,343.4,614.61,0.0,37
ORD-13213,2023-12-27,Electronics,Computers,West,Delayed - Transit,4,105.43,122.78,0.51,119
ORD-13214,2023-01-16,Electronics,Computers,South,Delayed - Customs,5,114.52,121.81,0.63,111
ORD-13215,2023-01-16,Electronics,Accessories,West,On-Time,5,303.49,694.17,0.0,25
ORD-13216,2023-06-28,Apparel,Shirts,South,On-Time,1,138.53,266.64,0.05,20
ORD-13217,2023-03-02,Apparel,Shirts,South,Delayed - Transit,1,94.37,115.12,0.39,122
ORD-13218,2023-03-21,Apparel,Pants,West,On-Time,2,170.84,320.41,0.0,42
ORD-13219,2023-06-11,Furniture,Desks,South,On-Time,5,229.6,302.38,0.55,133
ORD-13220,2023-01-20,Apparel,Footwear,East,On-Time,4,343.28,639.15,0.05,19
ORD-13221,2023-03-22,Furniture,Desks,East,On-Time,4,334.3,449.35,0.54,125
ORD-13222,2023-06-11,Furniture,Chairs,East,On-Time,5,138.76,164.36,0.0,74
ORD-13223,2023-03-11,Furniture,Chairs,North,On-Time,4,169.23,224.79,0.54,118
ORD-13224,2023-03-11,Electronics,Accessories,West,On-Time,1,107.19,247.94,0.0,33
ORD-13225,2023-04-05,Apparel,Shirts,South,On-Time,5,228.51,384.49,0.05,26
ORD-13226,2023-06-03,Electronics,Accessories,South,On-Time,3,160.83,267.17,0.0,31
ORD-13227,2023-11-21,Furniture,,East,Delayed - Customs,2,55.79,60.75,0.5,101
ORD-13228,2023-12-22,Furniture,Chairs,North,On-Time,2,233.67,260.93,0.42,104
ORD-13229,2023-08-20,Electronics,Accessories,East,On-Time,3,347.53,619.96,0.0,42
ORD-13230,2023-08-01,Apparel,Pants,East,On-Time,5,247.3,513.32,0.05,24
ORD-13231,2023-01-10,Apparel,Shirts,East,On-Time,4,215.99,452.4,0.05,38
ORD-13232,2023-04-11,Apparel,Shirts,South,Delayed - Transit,4,61.43,75.31,0.05,77
ORD-13233,2023-12-02,Electronics,Computers,West,On-Time,4,156.76,347.01,0.05,32
ORD-13234,2023-03-19,Electronics,Accessories,East,On-Time,2,148.1,331.22,0.0,21
ORD-13235,2023-06-22,Electronics,Accessories,North,On-Time,1,90.05,155.78,0.0,23
ORD-13236,2023-11-21,Apparel,Footwear,East,On-Time,4,138.22,302.94,0.0,37
ORD-13237,2023-01-23,Electronics,Audio,East,On-Time,5,116.96,262.82,0.05,26
ORD-13238,2023-06-02,Electronics,Audio,North,On-Time,4,34.17,70.84,0.05,29
ORD-13239,2023-02-22,Apparel,Footwear,West,On-Time,1,242.39,560.1,0.05,43
ORD-13240,2023-06-15,Apparel,Footwear,North,Delayed - Customs,3,393.13,515.89,0.38,171
ORD-13241,2023-06-16,Apparel,Footwear,East,On-Time,1,138.37,290.21,0.05,19
ORD-13242,2023-10-03,Apparel,Shirts,South,On-Time,2,138.38,277.96,0.05,26
ORD-13243,2023-08-07,Electronics,Accessories,North,On-Time,4,45.48,108.02,0.05,11
ORD-13244,2023-08-30,Apparel,Shirts,North,Delayed - Customs,2,395.68,430.2,0.41,166
ORD-13245,2023-08-26,Apparel,Shirts,East,On-Time,5,303.86,532.57,0.05,42
ORD-13246,2023-02-17,Electronics,Audio,East,On-Time,5,159.25,302.99,0.05,19
ORD-13247,2023-05-01,Apparel,Pants,East,On-Time,5,387.95,788.1,0.0,23
ORD-13248,2023-01-15,Apparel,Footwear,North,On-Time,2,254.3,449.57,0.0,26
ORD-13249,2023-02-16,Electronics,Accessories,East,On-Time,1,50.68,85.7,0.0,32
ORD-13250,2023-09-15,Electronics,Audio,West,Delayed - Transit,1,351.03,471.14,0.42,106
ORD-13251,2023-12-04,Apparel,Footwear,East,Delayed - Customs,1,339.49,457.6,0.58,108
ORD-13252,2023-09-01,Apparel,Pants,West,On-Time,5,291.92,500.72,0.05,22
ORD-13253,2023-08-16,Apparel,Shirts,North,On-Time,2,119.78,230.4,0.05,30
ORD-13254,2023-07-16,Apparel,Shirts,West,On-Time,5,233.7,508.21,0.0,28
ORD-13255,2023-09-11,Electronics,Computers,East,Delayed - Transit,5,255.45,318.62,0.0,81
ORD-13256,2023-10-12,Electronics,Accessories,South,On-Time,1,277.55,589.11,0.05,16
ORD-13257,2023-03-09,Furniture,Tables,East,On-Time,3,266.73,308.45,0.42,113
ORD-13258,2023-03-17,Apparel,Pants,West,On-Time,4,66.11,140.97,0.05,13
ORD-13259,2023-12-25,Electronics,Audio,North,On-Time,1,128.93,254.93,0.05,19
ORD-13260,2023-05-23,Electronics,Audio,East,Delayed - Transit,3,291.2,391.38,0.05,69
ORD-13261,2023-07-30,Furniture,Chairs,West,Delayed - Customs,4,148.37,174.96,0.49,120
ORD-13262,2023-11-14,Apparel,Footwear,South,On-Time,5,319.8,592.41,0.0,47
ORD-13263,2023-10-23,Apparel,Shirts,South,On-Time,2,50.14,81.22,0.05,36
ORD-13264,2023-04-13,Apparel,Shirts,West,On-Time,1,333.08,747.88,0.05,36
ORD-13265,2023-03-17,Furniture,Desks,East,On-Time,4,298.99,328.98,0.0,72
ORD-13266,2023-07-25,Electronics,Audio,East,On-Time,5,26.3,48.19,0.05,14
ORD-13267,2023-03-21,Furniture,Tables,North,On-Time,1,287.22,334.93,0.56,96
ORD-13268,2023-03-25,Electronics,Accessories,North,On-Time,3,283.4,612.99,0.05,9
ORD-13269,2023-06-05,Electronics,Accessories,South,Delayed - Transit,1,185.36,219.71,0.59,122
ORD-13270,2023-12-27,Apparel,Pants,North,On-Time,2,65.31,131.82,0.0,39
ORD-13271,2023-02-12,Furniture,Desks,North,On-Time,2,89.01,108.03,0.36,114
ORD-13272,2023-04-10,Apparel,Pants,North,On-Time,1,296.87,619.26,0.05,37
ORD-13273,2023-12-19,Furniture,Desks,West,On-Time,2,210.91,252.89,0.47,137
ORD-13274,2023-09-23,Apparel,,West,On-Time,2,326.35,722.9,0.05,3
ORD-13275,2023-04-23,Apparel,Pants,West,Delayed - Customs,2,303.15,388.17,0.05,79
ORD-13276,2023-05-21,Electronics,Computers,East,Delayed - Customs,4,88.29,102.51,0.44,126
ORD-13277,2023-08-13,Apparel,Shirts,East,On-Time,2,226.57,385.9,0.0,20
ORD-13278,2023-10-18,Electronics,Computers,South,On-Time,4,68.98,145.06,0.0,22
ORD-13279,2023-06-22,Furniture,Chairs,East,On-Time,2,115.39,126.44,0.0,84
ORD-13280,2023-07-15,Apparel,Footwear,East,On-Time,5,122.8,254.8,0.0,11
ORD-13281,2023-03-22,Apparel,Footwear,South,Delayed - Transit,1,210.42,275.96,0.51,151
ORD-13282,2023-11-27,Apparel,Shirts,North,Delayed - Transit,5,292.93,343.61,0.56,113
ORD-13283,2023-04-13,Furniture,Desks,North,Delayed - Transit,2,394.01,453.71,0.39,140
ORD-13284,2023-01-22,Apparel,Pants,East,On-Time,3,282.32,490.13,0.05,22
ORD-13285,2023-06-17,Electronics,Audio,South,On-Time,5,265.46,551.12,0.05,44
ORD-13286,2023-06-26,Furniture,Tables,South,On-Time,3,201.07,216.64,0.64,158
ORD-13287,2023-09-06,Furniture,Chairs,North,On-Time,2,302.52,329.93,0.0,63
ORD-13288,2023-08-14,Electronics,Computers,South,On-Time,1,206.44,464.95,0.05,19
ORD-13289,2023-10-10,Furniture,Chairs,East,On-Time,4,293.99,310.65,0.37,115
ORD-13290,2023-02-23,Furniture,Tables,South,On-Time,4,178.3,222.12,0.05,78
ORD-13291,2023-08-07,Furniture,Tables,East,On-Time,4,21.01,26.27,0.0,83
ORD-13292,2023-12-17,Furniture,Desks,East,On-Time,4,71.74,80.19,0.0,60
ORD-13293,2023-11-26,Electronics,Computers,North,On-Time,5,178.4,401.2,0.05,39
ORD-13294,2023-10-15,Apparel,Pants,East,On-Time,4,57.04,112.98,0.05,22
ORD-13295,2023-11-10,Apparel,Footwear,South,On-Time,1,74.26,147.6,0.05,20
ORD-13296,2023-09-11,Furniture,Tables,West,On-Time,3,144.38,176.37,0.0,83
ORD-13297,2023-01-11,Electronics,Audio,West,On-Time,5,286.34,640.41,0.05,17
ORD-13298,2023-11-23,Electronics,,North,On-Time,3,338.46,683.84,0.05,31
ORD-13299,2023-08-29,Electronics,Audio,South,On-Time,5,115.54,257.69,0.05,29
ORD-13300,2023-08-19,Electronics,Computers,West,On-Time,4,286.91,570.45,0.0,37
ORD-13301,2023-12-06,Electronics,Audio,East,On-Time,1,381.55,684.9,0.05,14
ORD-13302,2023-09-25,Furniture,Tables,South,On-Time,5,57.92,64.53,0.0,65
ORD-13303,2023-08-21,Apparel,Shirts,North,Delayed - Transit,5,345.68,384.54,0.56,141
ORD-13304,2023-08-23,Furniture,Desks,South,On-Time,5,312.04,342.06,0.57,113
ORD-13305,2023-10-10,Apparel,Shirts,North,On-Time,4,320.85,640.33,0.05,28
ORD-13306,2023-08-16,Electronics,Accessories,North,On-Time,5,167.44,273.55,0.0,33
ORD-13307,2023-07-12,Furniture,Desks,North,On-Time,4,392.43,488.44,0.38,87
ORD-13308,2023-01-17,Furniture,Chairs,South,On-Time,3,362.03,480.9,0.44,152
ORD-13309,2023-12-22,Electronics,Computers,West,On-Time,3,63.35,104.77,0.0,21
ORD-13310,2023-05-02,Furniture,Chairs,South,On-Time,3,382.68,444.27,0.5,93
ORD-13311,2023-03-08,Electronics,Accessories,West,Delayed - Customs,5,234.76,285.75,0.36,99
ORD-13312,2023-07-10,Apparel,Shirts,North,On-Time,1,125.03,258.11,0.0,36
ORD-13313,2023-04-14,Furniture,Tables,West,On-Time,2,268.28,294.65,0.63,101
ORD-13314,2023-06-28,Apparel,Pants,West,On-Time,2,319.71,547.35,0.05,22
ORD-13315,2023-03-17,Electronics,Accessories,West,Delayed - Customs,2,57.68,73.49,0.47,96
ORD-13316,2023-03-05,Apparel,Footwear,North,On-Time,5,286.79,623.63,0.0,24
ORD-13317,2023-09-15,Electronics,Accessories,North,On-Time,4,372.81,891.99,0.0,28
ORD-13318,2023-04-30,Electronics,Computers,East,Delayed - Customs,1,387.79,417.14,0.63,132
ORD-13319,2023-01-19,Electronics,Accessories,North,On-Time,2,71.26,130.36,0.0,43
ORD-13320,2023-11-08,Furniture,Chairs,South,On-Time,2,358.39,380.04,0.55,101
ORD-13321,2023-08-17,Electronics,Computers,South,On-Time,3,203.77,352.92,0.05,43
ORD-13322,2023-08-27,Furniture,Tables,North,On-Time,3,110.04,119.53,0.46,93
ORD-13323,2023-09-25,Apparel,Shirts,East,On-Time,5,231.54,380.04,0.05,24
ORD-13324,2023-06-10,Electronics,Computers,North,On-Time,4,327.17,644.3,0.0,21
ORD-13325,2023-01-03,Electronics,Computers,East,On-Time,2,24.17,53.91,0.0,40
ORD-13326,2023-08-26,Furniture,Desks,North,On-Time,2,84.76,102.73,0.44,150
ORD-13327,2023-06-17,Furniture,Chairs,North,On-Time,4,70.26,74.1,0.63,118
