order_id,order_date,category,sub_category,region,supply_chain_status,inventory_days,quantity,unit_cost,unit_price,discount_pct,gross_revenue,total_cost,net_revenue,net_profit,profit_margin_pct,season,ai_cluster,ai_risk_profile
ORD-11281,2023-07-31,Apparel,Footwear,North,On-Time,29,4,355.43,809.38,0.0,3237.52,1421.72,3237.52,1815.8,56.09,Summer,1.0,Tier 1: Fast Mover
ORD-11282,2023-08-05,Furniture,Tables,West,On-Time,131,4,123.33,145.78,0.64,583.12,493.32,209.92,-283.4,-135.0,Summer,2.0,Tier 3: Dead Stock
ORD-11283,2023-07-07,Apparel,Pants,South,On-Time,13,4,160.33,364.98,0.05,1459.92,641.32,1386.92,745.6,53.76,Summer,1.0,Tier 1: Fast Mover
ORD-11284,2023-09-10,Apparel,Footwear,South,On-Time,45,1,32.71,62.18,0.05,62.18,32.71,59.07,26.36,44.63,Fall,1.0,Tier 1: Fast Mover
ORD-11285,2023-10-20,Electronics,Uncategorized,West,On-Time,19,2,98.58,222.8,0.0,445.6,197.16,445.6,248.44,55.75,Fall,1.0,Tier 1: Fast Mover
ORD-11286,2023-04-12,Furniture,Desks,East,Delayed - Transit,71,4,310.95,380.35,0.0,1521.4,1243.8,1521.4,277.6,18.25,Spring,1.0,Tier 1: Fast Mover
ORD-11287,2023-10-12,Electronics,Audio,North,On-Time,44,4,119.77,244.57,0.05,978.28,479.08,929.37,450.29,48.45,Fall,1.0,Tier 1: Fast Mover
ORD-11288,2023-08-09,Furniture,Uncategorized,North,On-Time,69,5,54.71,61.99,0.05,309.95,273.55,294.45,20.9,7.1,Summer,1.0,Tier 1: Fast Mover
ORD-11289,2023-02-24,Furniture,Desks,North,On-Time,144,4,117.02,130.31,0.55,521.24,468.08,234.56,-233.52,-99.56,Winter,2.0,Tier 3: Dead Stock
ORD-11290,2023-02-24,Apparel,Pants,North,On-Time,19,5,263.32,494.45,0.05,2472.25,1316.6,2348.64,1032.04,43.94,Winter,1.0,Tier 1: Fast Mover
ORD-11291,2023-07-11,Electronics,Computers,West,On-Time,44,4,226.53,509.44,0.0,2037.76,906.12,2037.76,1131.64,55.53,Summer,1.0,Tier 1: Fast Mover
ORD-11292,2023-10-02,Electronics,Accessories,North,Delayed - Transit,131,5,48.12,64.45,0.6,322.25,240.6,128.9,-111.7,-86.66,Fall,2.0,Tier 3: Dead Stock
ORD-11293,2023-05-16,Furniture,Uncategorized,West,On-Time,162,3,16.27,21.94,0.65,65.82,48.81,23.04,-25.77,-111.88,Spring,2.0,Tier 3: Dead Stock
ORD-11294,2023-11-15,Electronics,Accessories,East,On-Time,17,1,32.08,56.32,0.05,56.32,32.08,53.5,21.42,40.04,Fall,1.0,Tier 1: Fast Mover
ORD-11295,2023-09-21,Electronics,Accessories,South,On-Time,32,5,57.56,106.53,0.0,532.65,287.8,532.65,244.85,45.97,Fall,1.0,Tier 1: Fast Mover
ORD-11296,2023-11-07,Electronics,Computers,West,On-Time,5,5,311.26,592.24,0.0,2961.2,1556.3,2961.2,1404.9,47.44,Fall,1.0,Tier 1: Fast Mover
ORD-11297,2023-02-04,Furniture,Desks,West,On-Time,114,1,146.49,196.22,0.53,196.22,146.49,92.22,-54.27,-58.84,Winter,0.0,Tier 2: Warning
ORD-11298,2023-01-31,Electronics,Uncategorized,North,On-Time,29,1,387.38,722.86,0.0,722.86,387.38,722.86,335.48,46.41,Winter,1.0,Tier 1: Fast Mover
ORD-11299,2023-09-24,Apparel,Footwear,North,On-Time,30,4,85.82,188.29,0.0,753.16,343.28,753.16,409.88,54.42,Fall,1.0,Tier 1: Fast Mover
ORD-11300,2023-06-02,Electronics,Computers,North,On-Time,33,4,235.01,502.09,0.05,2008.36,940.04,1907.94,967.9,50.73,Summer,1.0,Tier 1: Fast Mover
ORD-11301,2023-02-24,Apparel,Pants,East,On-Time,26,5,222.65,381.49,0.0,1907.45,1113.25,1907.45,794.2,41.64,Winter,1.0,Tier 1: Fast Mover
ORD-11302,2023-06-05,Furniture,Desks,South,On-Time,124,2,39.45,48.39,0.54,96.78,78.9,44.52,-34.38,-77.23,Summer,0.0,Tier 2: Warning
ORD-11303,2023-06-26,Electronics,Accessories,West,On-Time,25,3,17.81,30.19,0.0,90.57,53.43,90.57,37.14,41.01,Summer,1.0,Tier 1: Fast Mover
ORD-11304,2023-02-17,Furniture,Tables,East,Delayed - Customs,123,4,24.94,27.41,0.36,109.64,99.76,70.17,-29.59,-42.17,Winter,0.0,Tier 2: Warning
ORD-11305,2023-06-11,Apparel,Pants,North,On-Time,22,2,191.17,361.17,0.05,722.34,382.34,686.22,303.88,44.28,Summer,1.0,Tier 1: Fast Mover
ORD-11306,2023-10-16,Electronics,Accessories,East,On-Time,34,3,220.32,514.39,0.05,1543.17,660.96,1466.01,805.05,54.91,Fall,1.0,Tier 1: Fast Mover
ORD-11307,2023-06-30,Electronics,Computers,West,Delayed - Customs,117,2,100.75,125.32,0.51,250.64,201.5,122.81,-78.69,-64.07,Summer,0.0,Tier 2: Warning
ORD-11308,2023-06-18,Electronics,Computers,East,On-Time,19,5,39.9,68.16,0.0,340.8,199.5,340.8,141.3,41.46,Summer,1.0,Tier 1: Fast Mover
ORD-11309,2023-12-26,Apparel,Pants,West,On-Time,22,4,161.74,303.26,0.05,1213.04,646.96,1152.39,505.43,43.86,Winter,1.0,Tier 1: Fast Mover
ORD-11310,2023-06-30,Electronics,Accessories,East,On-Time,34,1,186.32,303.77,0.0,303.77,186.32,303.77,117.45,38.66,Summer,1.0,Tier 1: Fast Mover
ORD-11311,2023-03-04,Electronics,Accessories,South,On-Time,33,2,247.46,558.09,0.05,1116.18,494.92,1060.37,565.45,53.33,Spring,1.0,Tier 1: Fast Mover
ORD-11312,2023-06-05,Electronics,Computers,South,On-Time,27,3,289.77,574.51,0.0,1723.53,869.31,1723.53,854.22,49.56,Summer,1.0,Tier 1: Fast Mover
ORD-11313,2023-02-28,Furniture,Desks,West,On-Time,130,3,331.14,432.76,0.46,1298.28,993.42,701.07,-292.35,-41.7,Winter,0.0,Tier 2: Warning
ORD-11314,2023-06-23,Furniture,Desks,West,On-Time,127,4,263.05,285.65,0.54,1142.6,1052.2,525.6,-526.6,-100.19,Summer,2.0,Tier 3: Dead Stock
ORD-11315,2023-05-23,Electronics,Accessories,West,Delayed - Transit,95,3,123.57,164.92,0.54,494.76,370.71,227.59,-143.12,-62.89,Spring,0.0,Tier 2: Warning
ORD-11316,2023-10-11,Apparel,Footwear,West,Delayed - Transit,133,4,243.78,259.17,0.41,1036.68,975.12,611.64,-363.48,-59.43,Fall,0.0,Tier 2: Warning
ORD-11317,2023-06-29,Electronics,Computers,North,Delayed - Customs,119,2,214.53,282.23,0.53,564.46,429.06,265.3,-163.76,-61.73,Summer,0.0,Tier 2: Warning
ORD-11318,2023-07-10,Electronics,Audio,South,On-Time,10,4,300.29,657.66,0.05,2630.64,1201.16,2499.11,1297.95,51.94,Summer,1.0,Tier 1: Fast Mover
ORD-11319,2023-05-18,Furniture,Tables,South,On-Time,121,2,110.11,115.97,0.49,231.94,220.22,118.29,-101.93,-86.17,Spring,2.0,Tier 3: Dead Stock
ORD-11320,2023-11-28,Electronics,Audio,West,On-Time,47,3,19.82,34.41,0.05,103.23,59.46,98.07,38.61,39.37,Fall,1.0,Tier 1: Fast Mover
ORD-11321,2023-10-11,Apparel,Pants,North,On-Time,32,4,262.98,520.57,0.05,2082.28,1051.92,1978.17,926.25,46.82,Fall,1.0,Tier 1: Fast Mover
ORD-11322,2023-10-04,Electronics,Computers,West,On-Time,25,4,84.3,142.69,0.05,570.76,337.2,542.22,205.02,37.81,Fall,1.0,Tier 1: Fast Mover
ORD-11323,2023-02-26,Furniture,Chairs,North,On-Time,151,1,171.39,225.72,0.43,225.72,171.39,128.66,-42.73,-33.21,Winter,0.0,Tier 2: Warning
ORD-11324,2023-10-22,Electronics,Audio,North,On-Time,18,1,153.29,366.43,0.0,366.43,153.29,366.43,213.14,58.17,Fall,1.0,Tier 1: Fast Mover
ORD-11325,2023-06-12,Furniture,Desks,North,On-Time,143,1,263.18,285.62,0.65,285.62,263.18,99.97,-163.21,-163.27,Summer,2.0,Tier 3: Dead Stock
ORD-11326,2023-06-27,Electronics,Audio,South,On-Time,45,5,61.91,109.53,0.0,547.65,309.55,547.65,238.1,43.48,Summer,1.0,Tier 1: Fast Mover
ORD-11327,2023-03-18,Apparel,Pants,North,On-Time,20,5,79.89,144.66,0.0,723.3,399.45,723.3,323.85,44.77,Spring,1.0,Tier 1: Fast Mover
ORD-11328,2023-06-16,Furniture,Tables,East,On-Time,91,3,368.87,429.57,0.57,1288.71,1106.61,554.15,-552.46,-99.7,Summer,2.0,Tier 3: Dead Stock
ORD-11329,2023-03-11,Electronics,Audio,West,On-Time,41,4,266.07,557.02,0.0,2228.08,1064.28,2228.08,1163.8,52.23,Spring,1.0,Tier 1: Fast Mover
ORD-11330,2023-09-06,Electronics,Accessories,South,Delayed - Transit,83,1,253.11,279.93,0.05,279.93,253.11,265.93,12.82,4.82,Fall,1.0,Tier 1: Fast Mover
ORD-11331,2023-10-23,Apparel,Footwear,South,Delayed - Customs,73,4,282.2,378.75,0.05,1515.0,1128.8,1439.25,310.45,21.57,Fall,1.0,Tier 1: Fast Mover
ORD-11332,2023-08-21,Furniture,Chairs,South,On-Time,111,2,316.45,363.69,0.38,727.38,632.9,450.98,-181.92,-40.34,Summer,0.0,Tier 2: Warning
ORD-11333,2023-07-18,Apparel,Footwear,North,Delayed - Customs,121,4,250.43,271.83,0.53,1087.32,1001.72,511.04,-490.68,-96.02,Summer,2.0,Tier 3: Dead Stock
ORD-11334,2023-04-18,Electronics,Accessories,East,Delayed - Transit,113,1,27.97,33.94,0.4,33.94,27.97,20.36,-7.61,-37.35,Spring,0.0,Tier 2: Warning
ORD-11335,2023-04-30,Electronics,Accessories,West,Delayed - Customs,137,2,131.07,161.23,0.45,322.46,262.14,177.35,-84.79,-47.81,Spring,0.0,Tier 2: Warning
ORD-11336,2023-08-09,Apparel,Shirts,West,On-Time,44,5,122.38,282.66,0.0,1413.3,611.9,1413.3,801.4,56.7,Summer,1.0,Tier 1: Fast Mover
ORD-11337,2023-09-05,Furniture,Chairs,West,On-Time,147,3,398.13,443.9,0.63,1331.7,1194.39,492.73,-701.66,-142.4,Fall,2.0,Tier 3: Dead Stock
ORD-11338,2023-11-24,Electronics,Audio,East,On-Time,37,3,96.45,197.6,0.0,592.8,289.35,592.8,303.45,51.19,Fall,1.0,Tier 1: Fast Mover
ORD-11339,2023-09-30,Furniture,Desks,East,On-Time,111,3,76.32,93.94,0.41,281.82,228.96,166.27,-62.69,-37.7,Fall,0.0,Tier 2: Warning
ORD-11340,2023-08-12,Apparel,Footwear,North,On-Time,40,4,290.78,584.11,0.0,2336.44,1163.12,2336.44,1173.32,50.22,Summer,1.0,Tier 1: Fast Mover
ORD-11341,2023-03-03,Apparel,Footwear,South,On-Time,26,1,157.35,330.2,0.0,330.2,157.35,330.2,172.85,52.35,Spring,1.0,Tier 1: Fast Mover
ORD-11342,2023-04-27,Apparel,Footwear,South,On-Time,26,2,287.73,647.43,0.0,1294.86,575.46,1294.86,719.4,55.56,Spring,1.0,Tier 1: Fast Mover
ORD-11343,2023-05-25,Electronics,Computers,North,Delayed - Transit,101,5,182.11,193.35,0.51,966.75,910.55,473.71,-436.84,-92.22,Spring,2.0,Tier 3: Dead Stock
ORD-11344,2023-10-04,Apparel,Shirts,North,On-Time,26,2,121.89,254.59,0.05,509.18,243.78,483.72,239.94,49.6,Fall,1.0,Tier 1: Fast Mover
ORD-11345,2023-11-30,Electronics,Computers,North,On-Time,32,2,390.9,702.21,0.0,1404.42,781.8,1404.42,622.62,44.33,Fall,1.0,Tier 1: Fast Mover
ORD-11346,2023-12-02,Electronics,Computers,North,Delayed - Transit,74,1,80.75,87.64,0.05,87.64,80.75,83.26,2.51,3.01,Winter,1.0,Tier 1: Fast Mover
ORD-11347,2023-05-22,Electronics,Audio,South,On-Time,41,5,255.73,491.83,0.0,2459.15,1278.65,2459.15,1180.5,48.0,Spring,1.0,Tier 1: Fast Mover
ORD-11348,2023-12-23,Electronics,Audio,West,On-Time,37,5,262.05,476.04,0.0,2380.2,1310.25,2380.2,1069.95,44.95,Winter,1.0,Tier 1: Fast Mover
ORD-11349,2023-05-02,Apparel,Shirts,East,On-Time,32,4,259.87,621.85,0.0,2487.4,1039.48,2487.4,1447.92,58.21,Spring,1.0,Tier 1: Fast Mover
ORD-11350,2023-07-22,Electronics,Audio,West,Delayed - Transit,131,3,397.59,514.64,0.58,1543.92,1192.77,648.45,-544.32,-83.94,Summer,2.0,Tier 3: Dead Stock
ORD-11351,2023-07-06,Apparel,Footwear,West,On-Time,34,2,303.65,712.59,0.0,1425.18,607.3,1425.18,817.88,57.39,Summer,1.0,Tier 1: Fast Mover
ORD-11352,2023-10-16,Furniture,Desks,West,Delayed - Transit,64,1,39.01,44.19,0.05,44.19,39.01,41.98,2.97,7.08,Fall,1.0,Tier 1: Fast Mover
ORD-11353,2023-07-10,Furniture,Desks,West,Delayed - Transit,108,1,282.5,369.13,0.35,369.13,282.5,239.93,-42.57,-17.74,Summer,0.0,Tier 2: Warning
ORD-11354,2023-10-18,Apparel,Shirts,East,On-Time,35,5,348.21,612.33,0.0,3061.65,1741.05,3061.65,1320.6,43.13,Fall,1.0,Tier 1: Fast Mover
ORD-11355,2023-11-20,Apparel,Pants,West,On-Time,68,1,302.26,654.32,0.0,654.32,302.26,654.32,352.06,53.81,Fall,1.0,Tier 1: Fast Mover
ORD-11356,2023-07-21,Electronics,Accessories,East,On-Time,30,5,161.21,298.56,0.05,1492.8,806.05,1418.16,612.11,43.16,Summer,1.0,Tier 1: Fast Mover
ORD-11357,2023-06-05,Apparel,Pants,West,Delayed - Transit,124,2,369.1,464.84,0.5,929.68,738.2,464.84,-273.36,-58.81,Summer,0.0,Tier 2: Warning
ORD-11358,2023-09-08,Apparel,Footwear,South,On-Time,48,5,350.46,639.74,0.05,3198.7,1752.3,3038.77,1286.47,42.34,Fall,1.0,Tier 1: Fast Mover
ORD-11359,2023-10-06,Furniture,Chairs,South,On-Time,95,2,270.57,311.61,0.46,623.22,541.14,336.54,-204.6,-60.8,Fall,0.0,Tier 2: Warning
ORD-11360,2023-11-21,Electronics,Computers,West,On-Time,22,4,377.14,812.55,0.0,3250.2,1508.56,3250.2,1741.64,53.59,Fall,1.0,Tier 1: Fast Mover
ORD-11361,2023-02-28,Apparel,Footwear,South,Delayed - Transit,105,3,217.1,288.52,0.64,865.56,651.3,311.6,-339.7,-109.02,Winter,2.0,Tier 3: Dead Stock
ORD-11362,2023-04-23,Apparel,Footwear,North,On-Time,30,2,315.07,665.07,0.0,1330.14,630.14,1330.14,700.0,52.63,Spring,1.0,Tier 1: Fast Mover
ORD-11363,2023-09-01,Furniture,Desks,North,On-Time,102,2,343.3,364.75,0.37,729.5,686.6,459.59,-227.02,-49.4,Fall,0.0,Tier 2: Warning
ORD-11364,2023-08-06,Furniture,Tables,South,Delayed - Customs,136,4,342.51,457.34,0.62,1829.36,1370.04,695.16,-674.88,-97.08,Summer,2.0,Tier 3: Dead Stock
ORD-11365,2023-04-19,Electronics,Computers,North,On-Time,34,1,212.7,380.37,0.0,380.37,212.7,380.37,167.67,44.08,Spring,1.0,Tier 1: Fast Mover
ORD-11366,2023-07-24,Electronics,Computers,South,On-Time,37,5,338.33,662.12,0.0,3310.6,1691.65,3310.6,1618.95,48.9,Summer,1.0,Tier 1: Fast Mover
ORD-11367,2023-09-17,Furniture,Chairs,West,On-Time,87,2,23.95,26.42,0.41,52.84,47.9,31.18,-16.72,-53.65,Fall,0.0,Tier 2: Warning
ORD-11368,2023-09-18,Furniture,Chairs,North,On-Time,112,1,260.59,277.06,0.51,277.06,260.59,135.76,-124.83,-91.95,Fall,2.0,Tier 3: Dead Stock
ORD-11369,2023-07-14,Electronics,Accessories,West,On-Time,25,1,140.23,232.87,0.05,232.87,140.23,221.23,81.0,36.61,Summer,1.0,Tier 1: Fast Mover
ORD-11370,2023-03-19,Electronics,Audio,South,On-Time,42,1,248.58,594.04,0.05,594.04,248.58,564.34,315.76,55.95,Spring,1.0,Tier 1: Fast Mover
ORD-11371,2023-12-30,Furniture,Desks,North,On-Time,108,4,366.74,390.47,0.48,1561.88,1466.96,812.18,-654.78,-80.62,Winter,2.0,Tier 3: Dead Stock
ORD-11372,2023-05-28,Furniture,Tables,North,On-Time,80,3,187.88,243.03,0.0,729.09,563.64,729.09,165.45,22.69,Spring,1.0,Tier 1: Fast Mover
ORD-11373,2023-12-27,Furniture,Chairs,South,On-Time,165,5,99.36,132.73,0.39,663.65,496.8,404.83,-91.97,-22.72,Winter,0.0,Tier 2: Warning
ORD-11374,2023-11-17,Electronics,Computers,South,Delayed - Customs,151,2,350.39,404.37,0.45,808.74,700.78,444.81,-255.97,-57.55,Fall,0.0,Tier 2: Warning
ORD-11375,2023-04-06,Electronics,Computers,West,On-Time,33,2,342.76,754.59,0.05,1509.18,685.52,1433.72,748.2,52.19,Spring,1.0,Tier 1: Fast Mover
ORD-11376,2023-02-20,Apparel,Footwear,North,On-Time,40,4,198.18,445.82,0.0,1783.28,792.72,1783.28,990.56,55.55,Winter,1.0,Tier 1: Fast Mover
ORD-11377,2023-04-22,Apparel,Footwear,East,Delayed - Transit,98,4,398.29,454.15,0.43,1816.6,1593.16,1035.46,-557.7,-53.86,Spring,0.0,Tier 2: Warning
ORD-11378,2023-02-08,Apparel,Footwear,North,On-Time,19,3,159.54,273.28,0.05,819.84,478.62,778.85,300.23,38.55,Winter,1.0,Tier 1: Fast Mover
ORD-11379,2023-06-15,Apparel,Shirts,North,Delayed - Transit,100,1,101.3,106.79,0.42,106.79,101.3,61.94,-39.36,-63.55,Summer,0.0,Tier 2: Warning
ORD-11380,2023-03-08,Apparel,Pants,North,On-Time,20,2,378.43,643.42,0.05,1286.84,756.86,1222.5,465.64,38.09,Spring,1.0,Tier 1: Fast Mover
ORD-11381,2023-03-06,Apparel,Shirts,South,On-Time,8,1,190.6,437.49,0.0,437.49,190.6,437.49,246.89,56.43,Spring,1.0,Tier 1: Fast Mover
ORD-11382,2023-02-04,Electronics,Accessories,East,Delayed - Transit,138,3,276.89,331.34,0.4,994.02,830.67,596.41,-234.26,-39.28,Winter,0.0,Tier 2: Warning
ORD-11383,2023-09-09,Apparel,Shirts,East,On-Time,29,1,70.36,153.57,0.0,153.57,70.36,153.57,83.21,54.18,Fall,1.0,Tier 1: Fast Mover
ORD-11384,2023-06-20,Electronics,Computers,North,On-Time,28,2,70.07,145.38,0.05,290.76,140.14,276.22,136.08,49.27,Summer,1.0,Tier 1: Fast Mover
ORD-11385,2023-09-10,Furniture,Tables,East,Delayed - Customs,101,5,370.89,448.13,0.51,2240.65,1854.45,1097.92,-756.53,-68.91,Fall,0.0,Tier 2: Warning
ORD-11386,2023-09-08,Furniture,Desks,West,On-Time,132,4,376.22,467.45,0.39,1869.8,1504.88,1140.58,-364.3,-31.94,Fall,0.0,Tier 2: Warning
ORD-11387,2023-10-26,Electronics,Accessories,North,Delayed - Transit,126,4,145.6,157.39,0.51,629.56,582.4,308.48,-273.92,-88.79,Fall,2.0,Tier 3: Dead Stock
ORD-11388,2023-06-15,Apparel,Footwear,North,Delayed - Customs,128,3,220.21,260.68,0.45,782.04,660.63,430.12,-230.51,-53.59,Summer,0.0,Tier 2: Warning
ORD-11389,2023-12-15,Furniture,Tables,East,Delayed - Transit,94,5,380.05,457.32,0.37,2286.6,1900.25,1440.56,-459.69,-31.91,Winter,0.0,Tier 2: Warning
ORD-11390,2023-08-04,Apparel,Pants,East,On-Time,23,5,110.47,185.6,0.0,928.0,552.35,928.0,375.65,40.48,Summer,1.0,Tier 1: Fast Mover
ORD-11391,2023-11-10,Apparel,Shirts,South,Delayed - Transit,112,1,264.28,291.58,0.62,291.58,264.28,110.8,-153.48,-138.52,Fall,2.0,Tier 3: Dead Stock
ORD-11392,2023-06-28,Electronics,Audio,West,On-Time,38,2,81.88,166.3,0.0,332.6,163.76,332.6,168.84,50.76,Summer,1.0,Tier 1: Fast Mover
ORD-11393,2023-07-07,Apparel,Footwear,West,On-Time,9,1,44.25,95.17,0.0,95.17,44.25,95.17,50.92,53.5,Summer,1.0,Tier 1: Fast Mover
ORD-11394,2023-09-12,Electronics,Computers,East,On-Time,18,3,190.8,337.23,0.05,1011.69,572.4,961.11,388.71,40.44,Fall,1.0,Tier 1: Fast Mover
ORD-11395,2023-03-06,Apparel,Shirts,West,On-Time,34,2,250.36,529.18,0.0,1058.36,500.72,1058.36,557.64,52.69,Spring,1.0,Tier 1: Fast Mover
ORD-11396,2023-05-20,Apparel,Shirts,East,On-Time,15,4,198.96,455.92,0.05,1823.68,795.84,1732.5,936.66,54.06,Spring,1.0,Tier 1: Fast Mover
ORD-11397,2023-11-09,Electronics,Audio,South,On-Time,36,3,33.2,58.83,0.05,176.49,99.6,167.67,68.07,40.6,Fall,1.0,Tier 1: Fast Mover
ORD-11398,2023-05-19,Apparel,Pants,South,On-Time,35,4,281.19,619.39,0.0,2477.56,1124.76,2477.56,1352.8,54.6,Spring,1.0,Tier 1: Fast Mover
ORD-11399,2023-05-19,Furniture,Tables,West,Delayed - Transit,120,2,235.89,286.27,0.55,572.54,471.78,257.64,-214.14,-83.11,Spring,2.0,Tier 3: Dead Stock
ORD-11400,2023-06-22,Electronics,Audio,South,On-Time,35,2,273.53,621.57,0.0,1243.14,547.06,1243.14,696.08,55.99,Summer,1.0,Tier 1: Fast Mover
ORD-11401,2023-09-24,Apparel,Footwear,East,Delayed - Transit,142,2,76.85,85.44,0.57,170.88,153.7,73.48,-80.22,-109.18,Fall,2.0,Tier 3: Dead Stock
ORD-11402,2023-02-11,Apparel,Pants,North,On-Time,31,2,217.94,357.24,0.05,714.48,435.88,678.76,242.88,35.78,Winter,1.0,Tier 1: Fast Mover
ORD-11403,2023-12-12,Apparel,Pants,North,On-Time,5,5,367.28,728.3,0.05,3641.5,1836.4,3459.43,1623.03,46.92,Winter,1.0,Tier 1: Fast Mover
ORD-11404,2023-08-10,Furniture,Desks,South,On-Time,104,2,35.63,41.08,0.47,82.16,71.26,43.54,-27.72,-63.65,Summer,0.0,Tier 2: Warning
ORD-11405,2023-01-20,Apparel,Pants,East,On-Time,37,1,29.52,69.74,0.0,69.74,29.52,69.74,40.22,57.67,Winter,1.0,Tier 1: Fast Mover
ORD-11406,2023-12-06,Furniture,Desks,South,On-Time,94,5,73.8,94.54,0.63,472.7,369.0,174.9,-194.1,-110.98,Winter,2.0,Tier 3: Dead Stock
ORD-11407,2023-11-27,Furniture,Chairs,South,On-Time,149,3,48.88,51.5,0.51,154.5,146.64,75.71,-70.94,-93.7,Fall,2.0,Tier 3: Dead Stock
ORD-11408,2023-01-02,Electronics,Computers,North,On-Time,22,2,174.43,375.74,0.05,751.48,348.86,713.91,365.05,51.13,Winter,1.0,Tier 1: Fast Mover
ORD-11409,2023-03-22,Furniture,Desks,West,Delayed - Customs,90,4,303.93,373.29,0.4,1493.16,1215.72,895.9,-319.82,-35.7,Spring,0.0,Tier 2: Warning
ORD-11410,2023-03-01,Electronics,Computers,West,On-Time,41,2,197.96,443.34,0.05,886.68,395.92,842.35,446.43,53.0,Spring,1.0,Tier 1: Fast Mover
ORD-11411,2023-02-04,Furniture,Desks,South,On-Time,140,2,398.2,510.8,0.65,1021.6,796.4,357.56,-438.84,-122.73,Winter,2.0,Tier 3: Dead Stock
ORD-11412,2023-05-16,Apparel,Footwear,South,On-Time,6,5,156.69,346.14,0.0,1730.7,783.45,1730.7,947.25,54.73,Spring,1.0,Tier 1: Fast Mover
ORD-11413,2023-07-24,Electronics,Accessories,South,On-Time,37,1,259.83,552.07,0.0,552.07,259.83,552.07,292.24,52.94,Summer,1.0,Tier 1: Fast Mover
ORD-11414,2023-05-09,Apparel,Shirts,South,On-Time,36,4,225.18,478.47,0.0,1913.88,900.72,1913.88,1013.16,52.94,Spring,1.0,Tier 1: Fast Mover
ORD-11415,2023-02-21,Apparel,Footwear,West,On-Time,22,1,207.26,379.38,0.0,379.38,207.26,379.38,172.12,45.37,Winter,1.0,Tier 1: Fast Mover
ORD-11416,2023-07-08,Apparel,Shirts,West,On-Time,39,1,340.15,585.16,0.0,585.16,340.15,585.16,245.01,41.87,Summer,1.0,Tier 1: Fast Mover
ORD-11417,2023-08-17,Electronics,Computers,North,Delayed - Transit,94,1,285.63,363.59,0.49,363.59,285.63,185.43,-100.2,-54.04,Summer,0.0,Tier 2: Warning
ORD-11418,2023-08-02,Electronics,Accessories,East,Delayed - Customs,126,1,170.13,193.47,0.39,193.47,170.13,118.02,-52.11,-44.16,Summer,0.0,Tier 2: Warning
ORD-11419,2023-06-06,Apparel,Footwear,North,On-Time,41,5,189.02,415.01,0.05,2075.05,945.1,1971.3,1026.2,52.06,Summer,1.0,Tier 1: Fast Mover
ORD-11420,2023-09-13,Electronics,Audio,South,On-Time,30,5,135.16,247.31,0.0,1236.55,675.8,1236.55,560.75,45.35,Fall,1.0,Tier 1: Fast Mover
ORD-11421,2023-12-19,Furniture,Desks,South,On-Time,98,4,259.38,282.96,0.6,1131.84,1037.52,452.74,-584.78,-129.17,Winter,2.0,Tier 3: Dead Stock
ORD-11422,2023-07-20,Furniture,Tables,North,Delayed - Transit,123,4,152.78,180.87,0.4,723.48,611.12,434.09,-177.03,-40.78,Summer,0.0,Tier 2: Warning
ORD-11423,2023-04-21,Apparel,Footwear,West,On-Time,43,2,352.26,595.54,0.0,1191.08,704.52,1191.08,486.56,40.85,Spring,1.0,Tier 1: Fast Mover
ORD-11424,2023-03-22,Furniture,Chairs,South,Delayed - Transit,114,2,329.53,355.75,0.54,711.5,659.06,327.29,-331.77,-101.37,Spring,2.0,Tier 3: Dead Stock
ORD-11425,2023-06-18,Furniture,Desks,East,On-Time,76,4,140.22,148.02,0.0,592.08,560.88,592.08,31.2,5.27,Summer,1.0,Tier 1: Fast Mover
ORD-11426,2023-06-09,Furniture,Desks,West,On-Time,155,1,72.71,79.95,0.46,79.95,72.71,43.17,-29.54,-68.42,Summer,0.0,Tier 2: Warning
ORD-11427,2023-04-30,Furniture,Tables,North,Delayed - Transit,138,3,137.37,183.45,0.51,550.35,412.11,269.67,-142.44,-52.82,Spring,0.0,Tier 2: Warning
ORD-11428,2023-04-01,Furniture,Chairs,West,Delayed - Customs,123,5,133.72,160.69,0.53,803.45,668.6,377.62,-290.98,-77.06,Spring,0.0,Tier 2: Warning
ORD-11429,2023-04-01,Apparel,Footwear,West,On-Time,32,3,355.35,696.19,0.05,2088.57,1066.05,1984.14,918.09,46.27,Spring,1.0,Tier 1: Fast Mover
ORD-11430,2023-05-09,Furniture,Chairs,West,Delayed - Customs,97,2,287.79,339.72,0.36,679.44,575.58,434.84,-140.74,-32.37,Spring,0.0,Tier 2: Warning
ORD-11431,2023-08-04,Furniture,Chairs,North,On-Time,75,4,234.53,247.09,0.05,988.36,938.12,938.94,0.82,0.09,Summer,1.0,Tier 1: Fast Mover
ORD-11432,2023-06-03,Electronics,Audio,West,On-Time,26,2,57.6,125.54,0.0,251.08,115.2,251.08,135.88,54.12,Summer,1.0,Tier 1: Fast Mover
ORD-11433,2023-10-21,Furniture,Chairs,East,On-Time,135,5,150.71,160.98,0.51,804.9,753.55,394.4,-359.15,-91.06,Fall,2.0,Tier 3: Dead Stock
ORD-11434,2023-11-18,Electronics,Accessories,West,On-Time,47,5,114.74,214.52,0.0,1072.6,573.7,1072.6,498.9,46.51,Fall,1.0,Tier 1: Fast Mover
