Transaction_ID,Purchase_Date,Boutique_City,Product_Line,Customer_Tier,Traffic_Source,Units_Sold,Unit_Retail_Price,Unit_Manufacturing_Cost,Net_Revenue,Total_Cost,Gross_Profit,Profit_Margin_Pct
5003265,2022-06-17,Tokyo,Designer Handbags,First-Time Buyer,Walk-in,1,3740,947,3740,947,2793,74.7
5004962,2022-06-17,Dubai,Fine Jewelry,First-Time Buyer,Exclusive Invite,1,9503,2524,9503,2524,6979,73.4
5006309,2022-06-18,Dubai,Designer Handbags,Platinum (VIP),Walk-in,1,3126,663,3126,663,2463,78.8
5001944,2022-06-18,Tokyo,Designer Handbags,Silver,Walk-in,3,3693,699,11079,2097,8982,81.1
5004581,2022-06-18,Tokyo,Haute Fragrance,First-Time Buyer,Exclusive Invite,1,342,61,342,61,281,82.2
5008226,2022-06-18,New York,Fine Jewelry,Gold,Exclusive Invite,1,8205,2007,8205,2007,6198,75.5
5007004,2022-06-18,Tokyo,Fine Jewelry,First-Time Buyer,Exclusive Invite,1,10024,2030,10024,2030,7994,79.7
5000508,2022-06-18,Paris,Luxury Watches,Gold,Organic Search,1,13535,3524,13535,3524,10011,74.0
5007834,2022-06-18,New York,Designer Handbags,First-Time Buyer,Organic Search,1,2947,831,2947,831,2116,71.8
5007718,2022-06-18,New York,Haute Fragrance,Gold,Organic Search,1,342,87,342,87,255,74.6
5006705,2022-06-18,New York,Luxury Watches,Platinum (VIP),Paid Social,1,13098,4429,13098,4429,8669,66.2
5009520,2022-06-18,Tokyo,Designer Handbags,Silver,Walk-in,1,2892,692,2892,692,2200,76.1
5008058,2022-06-18,New York,Haute Fragrance,Gold,Walk-in,1,368,97,368,97,271,73.6
5000993,2022-06-18,New York,Designer Handbags,Silver,Exclusive Invite,1,3280,1112,3280,1112,2168,66.1
5004109,2022-06-18,New York,Luxury Watches,Silver,Walk-in,3,14710,3904,44130,11712,32418,73.5
5006259,2022-06-18,Dubai,Luxury Watches,Platinum (VIP),Paid Social,1,12357,3512,12357,3512,8845,71.6
5005369,2022-06-18,Milan,Luxury Watches,Silver,Walk-in,1,14609,2646,14609,2646,11963,81.9
5004448,2022-06-18,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,14446,5053,14446,5053,9393,65.0
5001295,2022-06-18,Milan,Luxury Watches,First-Time Buyer,Organic Search,2,14964,3754,29928,7508,22420,74.9
5000374,2022-06-18,Milan,Luxury Watches,Silver,Walk-in,1,12749,2540,12749,2540,10209,80.1
5006167,2022-06-18,Paris,Luxury Watches,First-Time Buyer,Organic Search,1,12055,3281,12055,3281,8774,72.8
5008727,2022-06-19,Tokyo,Haute Fragrance,Gold,Paid Social,1,330,60,330,60,270,81.8
5002415,2022-06-19,Tokyo,Designer Handbags,Silver,Paid Social,2,3157,582,6314,1164,5150,81.6
5000545,2022-06-19,Paris,Haute Fragrance,First-Time Buyer,Paid Social,3,407,130,1221,390,831,68.1
5003124,2022-06-19,New York,Luxury Watches,First-Time Buyer,Organic Search,1,14159,3987,14159,3987,10172,71.8
5004104,2022-06-19,Tokyo,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3273,894,3273,894,2379,72.7
5006979,2022-06-19,Paris,Luxury Watches,First-Time Buyer,Walk-in,1,14250,2242,14250,2242,12008,84.3
5000420,2022-06-19,Paris,Designer Handbags,Gold,Organic Search,1,2942,448,2942,448,2494,84.8
5005801,2022-06-19,New York,Haute Fragrance,First-Time Buyer,Exclusive Invite,1,341,101,341,101,240,70.4
5000418,2022-06-19,Paris,Luxury Watches,First-Time Buyer,Exclusive Invite,1,14721,2486,14721,2486,12235,83.1
5000332,2022-06-19,Tokyo,Fine Jewelry,Gold,Exclusive Invite,1,8039,1702,8039,1702,6337,78.8
5004342,2022-06-19,Dubai,Fine Jewelry,Platinum (VIP),Walk-in,1,9676,2419,9676,2419,7257,75.0
5005815,2022-06-19,Paris,Luxury Watches,First-Time Buyer,Organic Search,1,13575,4056,13575,4056,9519,70.1
5007971,2022-06-19,Paris,Haute Fragrance,Platinum (VIP),Organic Search,1,334,60,334,60,274,82.0
5008828,2022-06-19,Paris,Fine Jewelry,First-Time Buyer,Organic Search,1,8435,1864,8435,1864,6571,77.9
5002539,2022-06-20,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,11320,3558,11320,3558,7762,68.6
5005383,2022-06-20,New York,Luxury Watches,Gold,Exclusive Invite,1,13001,3351,13001,3351,9650,74.2
5001374,2022-06-20,Paris,Haute Fragrance,Gold,Walk-in,1,334,83,334,83,251,75.1
5008267,2022-06-20,Dubai,Luxury Watches,Silver,Exclusive Invite,1,14706,3967,14706,3967,10739,73.0
5006162,2022-06-20,Paris,Luxury Watches,First-Time Buyer,Paid Social,1,13070,3101,13070,3101,9969,76.3
5002276,2022-06-20,Paris,Designer Handbags,Silver,Organic Search,1,3392,1090,3392,1090,2302,67.9
5003329,2022-06-20,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3752,952,3752,952,2800,74.6
5003692,2022-06-20,Tokyo,Designer Handbags,Gold,Paid Social,1,3349,1095,3349,1095,2254,67.3
5000445,2022-06-20,New York,Luxury Watches,First-Time Buyer,Paid Social,1,14578,3188,14578,3188,11390,78.1
5001257,2022-06-20,Tokyo,Luxury Watches,Silver,Organic Search,1,14749,2967,14749,2967,11782,79.9
5003821,2022-06-20,Milan,Designer Handbags,Silver,Organic Search,1,3134,647,3134,647,2487,79.4
5009921,2022-06-20,Paris,Designer Handbags,Gold,Organic Search,2,3464,646,6928,1292,5636,81.4
5000150,2022-06-20,Paris,Designer Handbags,Silver,Walk-in,3,3146,1020,9438,3060,6378,67.6
5005468,2022-06-20,Dubai,Designer Handbags,First-Time Buyer,Walk-in,1,3364,582,3364,582,2782,82.7
5008918,2022-06-21,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3661,762,3661,762,2899,79.2
5005510,2022-06-21,New York,Designer Handbags,Silver,Walk-in,2,3764,582,7528,1164,6364,84.5
5009927,2022-06-21,Milan,Fine Jewelry,Silver,Exclusive Invite,1,8829,2801,8829,2801,6028,68.3
5002602,2022-06-21,New York,Designer Handbags,Silver,Exclusive Invite,1,3206,724,3206,724,2482,77.4
5006465,2022-06-21,Paris,Luxury Watches,Gold,Paid Social,1,11968,3274,11968,3274,8694,72.6
5008384,2022-06-21,Paris,Designer Handbags,Silver,Exclusive Invite,1,3519,730,3519,730,2789,79.3
5008719,2022-06-21,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3735,665,3735,665,3070,82.2
5000353,2022-06-21,Tokyo,Fine Jewelry,Silver,Organic Search,1,9877,1804,9877,1804,8073,81.7
5009315,2022-06-21,Paris,Designer Handbags,Platinum (VIP),Paid Social,1,3306,627,3306,627,2679,81.0
5007064,2022-06-21,Milan,Fine Jewelry,First-Time Buyer,Organic Search,2,9442,3166,18884,6332,12552,66.5
5008889,2022-06-21,New York,Haute Fragrance,First-Time Buyer,Walk-in,1,320,90,320,90,230,71.9
5003604,2022-06-21,New York,Haute Fragrance,First-Time Buyer,Walk-in,1,320,86,320,86,234,73.1
5001951,2022-06-21,Dubai,Haute Fragrance,Gold,Paid Social,1,366,124,366,124,242,66.1
5004596,2022-06-21,Tokyo,Designer Handbags,Silver,Paid Social,1,3735,933,3735,933,2802,75.0
5004413,2022-06-22,Paris,Luxury Watches,Gold,Walk-in,2,12151,2160,24302,4320,19982,82.2
5004367,2022-06-22,Milan,Luxury Watches,First-Time Buyer,Paid Social,1,14381,2302,14381,2302,12079,84.0
5000823,2022-06-22,Tokyo,Designer Handbags,Gold,Walk-in,1,3171,508,3171,508,2663,84.0
5009411,2022-06-22,New York,Designer Handbags,First-Time Buyer,Paid Social,1,3812,854,3812,854,2958,77.6
5006957,2022-06-22,Milan,Designer Handbags,Silver,Exclusive Invite,1,3488,1068,3488,1068,2420,69.4
5009357,2022-06-22,Paris,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3754,566,3754,566,3188,84.9
5005924,2022-06-22,Dubai,Luxury Watches,First-Time Buyer,Organic Search,1,12875,2388,12875,2388,10487,81.5
5005347,2022-06-22,Dubai,Luxury Watches,First-Time Buyer,Exclusive Invite,1,11699,3353,11699,3353,8346,71.3
5001828,2022-06-22,Tokyo,Fine Jewelry,First-Time Buyer,Walk-in,1,9604,2805,9604,2805,6799,70.8
5001189,2022-06-22,Dubai,Designer Handbags,Gold,Organic Search,1,3549,765,3549,765,2784,78.4
5003288,2022-06-22,Dubai,Fine Jewelry,First-Time Buyer,Organic Search,1,8379,1793,8379,1793,6586,78.6
5008415,2022-06-22,Paris,Designer Handbags,Platinum (VIP),Paid Social,1,3783,735,3783,735,3048,80.6
5003007,2022-06-22,New York,Luxury Watches,First-Time Buyer,Walk-in,1,12224,2984,12224,2984,9240,75.6
5008823,2022-06-22,Tokyo,Haute Fragrance,First-Time Buyer,Exclusive Invite,1,360,78,360,78,282,78.3
5001269,2022-06-22,Paris,Luxury Watches,Gold,Walk-in,1,12721,2968,12721,2968,9753,76.7
5004471,2022-06-23,Paris,Fine Jewelry,First-Time Buyer,Paid Social,1,7821,2619,7821,2619,5202,66.5
5007748,2022-06-23,New York,Luxury Watches,First-Time Buyer,Walk-in,1,13839,2108,13839,2108,11731,84.8
5002215,2022-06-23,Milan,Haute Fragrance,Silver,Walk-in,3,414,109,1242,327,915,73.7
5002935,2022-06-23,Milan,Designer Handbags,First-Time Buyer,Walk-in,1,3125,939,3125,939,2186,70.0
5001401,2022-06-23,Tokyo,Fine Jewelry,First-Time Buyer,Organic Search,1,7700,2054,7700,2054,5646,73.3
5006900,2022-06-23,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3627,724,3627,724,2903,80.0
5007206,2022-06-23,Dubai,Designer Handbags,Silver,Organic Search,1,3812,1193,3812,1193,2619,68.7
5005389,2022-06-23,Paris,Luxury Watches,First-Time Buyer,Exclusive Invite,1,13075,2817,13075,2817,10258,78.5
5007040,2022-06-23,Dubai,Haute Fragrance,Silver,Walk-in,1,347,91,347,91,256,73.8
5001759,2022-06-23,Milan,Haute Fragrance,First-Time Buyer,Exclusive Invite,1,339,52,339,52,287,84.7
5008791,2022-06-23,Paris,Haute Fragrance,First-Time Buyer,Walk-in,1,329,99,329,99,230,69.9
5006301,2022-06-23,New York,Luxury Watches,First-Time Buyer,Paid Social,1,14105,4734,14105,4734,9371,66.4
5006438,2022-06-23,New York,Fine Jewelry,Platinum (VIP),Exclusive Invite,1,10106,2736,10106,2736,7370,72.9
5005667,2022-06-23,Paris,Luxury Watches,First-Time Buyer,Walk-in,1,14497,3015,14497,3015,11482,79.2
5002627,2022-06-24,Milan,Luxury Watches,Silver,Paid Social,1,14166,2232,14166,2232,11934,84.2
5008539,2022-06-24,Milan,Haute Fragrance,Silver,Exclusive Invite,1,373,73,373,73,300,80.4
5000226,2022-06-24,Dubai,Designer Handbags,First-Time Buyer,Paid Social,1,3016,775,3016,775,2241,74.3
5004896,2022-06-24,New York,Luxury Watches,Silver,Walk-in,1,13185,4195,13185,4195,8990,68.2
5006060,2022-06-24,Milan,Fine Jewelry,First-Time Buyer,Walk-in,1,8158,2329,8158,2329,5829,71.5
5001463,2022-06-24,Milan,Luxury Watches,Gold,Organic Search,1,12782,3716,12782,3716,9066,70.9
5004305,2022-06-24,New York,Luxury Watches,Silver,Organic Search,3,12449,3572,37347,10716,26631,71.3
5001022,2022-06-24,New York,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3220,873,3220,873,2347,72.9
5008119,2022-06-24,Milan,Haute Fragrance,Silver,Paid Social,1,322,91,322,91,231,71.7
5006116,2022-06-24,New York,Fine Jewelry,Silver,Walk-in,1,9756,2647,9756,2647,7109,72.9
5006109,2022-06-24,Tokyo,Luxury Watches,First-Time Buyer,Exclusive Invite,1,14432,3615,14432,3615,10817,75.0
5005462,2022-06-24,Tokyo,Designer Handbags,First-Time Buyer,Organic Search,1,3100,926,3100,926,2174,70.1
5003694,2022-06-25,New York,Luxury Watches,Silver,Walk-in,1,14571,4885,14571,4885,9686,66.5
5008025,2022-06-25,New York,Designer Handbags,First-Time Buyer,Paid Social,1,3753,874,3753,874,2879,76.7
5003887,2022-06-25,New York,Fine Jewelry,Gold,Exclusive Invite,1,9378,1533,9378,1533,7845,83.7
5001841,2022-06-25,New York,Designer Handbags,Silver,Organic Search,2,3261,1038,6522,2076,4446,68.2
5001872,2022-06-25,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,11662,3758,11662,3758,7904,67.8
5008208,2022-06-25,Paris,Fine Jewelry,First-Time Buyer,Organic Search,1,8002,2449,8002,2449,5553,69.4
5002116,2022-06-25,Paris,Luxury Watches,Platinum (VIP),Walk-in,1,11769,3579,11769,3579,8190,69.6
5001404,2022-06-25,Dubai,Luxury Watches,Silver,Exclusive Invite,1,14486,3912,14486,3912,10574,73.0
5002976,2022-06-25,New York,Luxury Watches,Silver,Walk-in,1,13192,4069,13192,4069,9123,69.2
5008176,2022-06-25,Dubai,Luxury Watches,Platinum (VIP),Walk-in,1,13546,4523,13546,4523,9023,66.6
5003211,2022-06-25,Milan,Designer Handbags,First-Time Buyer,Organic Search,1,3670,936,3670,936,2734,74.5
5001319,2022-06-25,Tokyo,Fine Jewelry,Silver,Exclusive Invite,2,10143,1760,20286,3520,16766,82.6
5003579,2022-06-25,Paris,Designer Handbags,Silver,Paid Social,1,3150,721,3150,721,2429,77.1
5001515,2022-06-25,New York,Haute Fragrance,First-Time Buyer,Walk-in,1,384,63,384,63,321,83.6
5002460,2022-06-25,Milan,Luxury Watches,First-Time Buyer,Walk-in,1,13246,2578,13246,2578,10668,80.5
5005496,2022-06-25,Tokyo,Fine Jewelry,Platinum (VIP),Paid Social,1,7678,2295,7678,2295,5383,70.1
5004380,2022-06-25,Tokyo,Haute Fragrance,First-Time Buyer,Paid Social,1,410,85,410,85,325,79.3
5003566,2022-06-25,Milan,Luxury Watches,First-Time Buyer,Organic Search,1,12288,2476,12288,2476,9812,79.9
5006200,2022-06-25,Milan,Luxury Watches,First-Time Buyer,Organic Search,1,14333,2601,14333,2601,11732,81.9
5004438,2022-06-26,Milan,Luxury Watches,Silver,Paid Social,2,14956,3897,29912,7794,22118,73.9
5008074,2022-06-26,New York,Luxury Watches,Platinum (VIP),Paid Social,1,13707,2632,13707,2632,11075,80.8
5005871,2022-06-26,Paris,Fine Jewelry,First-Time Buyer,Paid Social,1,8636,2336,8636,2336,6300,73.0
5007134,2022-06-26,Milan,Designer Handbags,Silver,Organic Search,1,3028,929,3028,929,2099,69.3
5007026,2022-06-26,Paris,Designer Handbags,Gold,Organic Search,1,2903,977,2903,977,1926,66.3
5005290,2022-06-26,Tokyo,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3544,1210,3544,1210,2334,65.9
5008424,2022-06-26,Milan,Luxury Watches,Gold,Paid Social,2,12738,3500,25476,7000,18476,72.5
5004527,2022-06-26,Dubai,Fine Jewelry,Silver,Exclusive Invite,1,9845,2355,9845,2355,7490,76.1
5002262,2022-06-26,Paris,Haute Fragrance,Silver,Organic Search,1,392,89,392,89,303,77.3
5002341,2022-06-26,Dubai,Designer Handbags,First-Time Buyer,Organic Search,1,3019,550,3019,550,2469,81.8
5005248,2022-06-27,Milan,Luxury Watches,Silver,Organic Search,3,14688,2596,44064,7788,36276,82.3
5004068,2022-06-27,New York,Luxury Watches,First-Time Buyer,Walk-in,1,14364,4219,14364,4219,10145,70.6
5007602,2022-06-27,Milan,Fine Jewelry,Silver,Walk-in,1,10152,2320,10152,2320,7832,77.1
5003390,2022-06-27,New York,Fine Jewelry,First-Time Buyer,Paid Social,2,9559,2017,19118,4034,15084,78.9
5004235,2022-06-27,Milan,Luxury Watches,Gold,Paid Social,1,11318,2134,11318,2134,9184,81.1
5000880,2022-06-27,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,3368,542,3368,542,2826,83.9
5004434,2022-06-27,Tokyo,Luxury Watches,Gold,Paid Social,2,12918,2130,25836,4260,21576,83.5
5000018,2022-06-27,Tokyo,Luxury Watches,Gold,Walk-in,1,14353,3148,14353,3148,11205,78.1
5001643,2022-06-27,Dubai,Fine Jewelry,First-Time Buyer,Exclusive Invite,1,10049,3174,10049,3174,6875,68.4
5004565,2022-06-27,Milan,Designer Handbags,First-Time Buyer,Walk-in,1,3458,1081,3458,1081,2377,68.7
5007132,2022-06-27,Dubai,Haute Fragrance,Gold,Walk-in,1,418,143,418,143,275,65.8
5005477,2022-06-27,Paris,Luxury Watches,Silver,Walk-in,1,14532,3771,14532,3771,10761,74.1
5004630,2022-06-27,New York,Luxury Watches,Silver,Paid Social,2,11561,1770,23122,3540,19582,84.7
5006471,2022-06-27,Tokyo,Luxury Watches,Silver,Exclusive Invite,1,11775,1933,11775,1933,9842,83.6
5006388,2022-06-27,Paris,Luxury Watches,Silver,Exclusive Invite,1,11769,2309,11769,2309,9460,80.4
5008763,2022-06-27,New York,Luxury Watches,First-Time Buyer,Organic Search,1,13874,4163,13874,4163,9711,70.0
5007837,2022-06-27,Paris,Haute Fragrance,Gold,Paid Social,1,400,96,400,96,304,76.0
5003686,2022-06-27,Milan,Luxury Watches,Gold,Organic Search,1,13334,3447,13334,3447,9887,74.1
5001114,2022-06-27,Tokyo,Haute Fragrance,Silver,Paid Social,1,384,75,384,75,309,80.5
5004492,2022-06-27,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,2955,519,2955,519,2436,82.4
5002989,2022-06-27,New York,Designer Handbags,Gold,Walk-in,1,2960,690,2960,690,2270,76.7
5003851,2022-06-27,Dubai,Designer Handbags,First-Time Buyer,Walk-in,3,2911,1012,8733,3036,5697,65.2
5007253,2022-06-27,New York,Fine Jewelry,First-Time Buyer,Paid Social,1,8112,1642,8112,1642,6470,79.8
5008737,2022-06-27,Milan,Fine Jewelry,First-Time Buyer,Organic Search,1,8975,2710,8975,2710,6265,69.8
5007087,2022-06-27,Paris,Haute Fragrance,First-Time Buyer,Organic Search,2,395,93,790,186,604,76.5
5001617,2022-06-28,Paris,Luxury Watches,Gold,Paid Social,1,14615,2953,14615,2953,11662,79.8
5000947,2022-06-28,Milan,Designer Handbags,First-Time Buyer,Organic Search,1,3132,603,3132,603,2529,80.7
5004472,2022-06-28,New York,Fine Jewelry,Silver,Paid Social,1,8993,2924,8993,2924,6069,67.5
5002480,2022-06-28,Milan,Designer Handbags,Gold,Walk-in,3,3474,657,10422,1971,8451,81.1
5004226,2022-06-28,Paris,Luxury Watches,Platinum (VIP),Organic Search,2,11785,3879,23570,7758,15812,67.1
5008860,2022-06-28,Paris,Haute Fragrance,Silver,Walk-in,1,356,123,356,123,233,65.4
5002190,2022-06-28,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3265,854,3265,854,2411,73.8
5002187,2022-06-28,Paris,Haute Fragrance,First-Time Buyer,Organic Search,1,359,61,359,61,298,83.0
5005121,2022-06-28,Paris,Luxury Watches,Gold,Exclusive Invite,1,12721,2458,12721,2458,10263,80.7
5007427,2022-06-28,Dubai,Luxury Watches,Silver,Organic Search,1,12730,2698,12730,2698,10032,78.8
5004249,2022-06-28,Paris,Designer Handbags,Gold,Walk-in,1,2882,563,2882,563,2319,80.5
5004736,2022-06-28,Paris,Luxury Watches,Gold,Walk-in,1,12601,3922,12601,3922,8679,68.9
5004242,2022-06-29,Paris,Fine Jewelry,First-Time Buyer,Walk-in,1,9742,1940,9742,1940,7802,80.1
5005370,2022-06-29,Paris,Fine Jewelry,Gold,Walk-in,1,9744,2925,9744,2925,6819,70.0
5003060,2022-06-29,Paris,Designer Handbags,Silver,Walk-in,1,3546,761,3546,761,2785,78.5
5001089,2022-06-29,Milan,Fine Jewelry,First-Time Buyer,Paid Social,1,9072,2788,9072,2788,6284,69.3
5007043,2022-06-29,New York,Designer Handbags,Gold,Paid Social,1,3267,1143,3267,1143,2124,65.0
5008434,2022-06-29,Paris,Haute Fragrance,Silver,Organic Search,2,408,95,816,190,626,76.7
5000849,2022-06-29,Tokyo,Designer Handbags,First-Time Buyer,Organic Search,1,3310,835,3310,835,2475,74.8
5006964,2022-06-29,New York,Fine Jewelry,Silver,Paid Social,1,8396,2057,8396,2057,6339,75.5
5001023,2022-06-29,Milan,Designer Handbags,First-Time Buyer,Walk-in,1,3759,677,3759,677,3082,82.0
5000539,2022-06-30,New York,Luxury Watches,Platinum (VIP),Organic Search,1,13209,3474,13209,3474,9735,73.7
5001748,2022-06-30,Dubai,Fine Jewelry,Silver,Organic Search,1,9140,1781,9140,1781,7359,80.5
5007651,2022-06-30,Milan,Fine Jewelry,Silver,Paid Social,1,9518,1665,9518,1665,7853,82.5
5001042,2022-06-30,Paris,Designer Handbags,First-Time Buyer,Organic Search,2,3554,700,7108,1400,5708,80.3
5003287,2022-06-30,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,10044,2373,10044,2373,7671,76.4
5004785,2022-06-30,Dubai,Designer Handbags,First-Time Buyer,Walk-in,1,2898,717,2898,717,2181,75.3
5002926,2022-06-30,New York,Haute Fragrance,Silver,Paid Social,1,318,94,318,94,224,70.4
5000036,2022-06-30,Dubai,Fine Jewelry,First-Time Buyer,Walk-in,3,8233,1327,24699,3981,20718,83.9
5000793,2022-06-30,New York,Designer Handbags,Silver,Exclusive Invite,1,3569,1247,3569,1247,2322,65.1
5001316,2022-06-30,Paris,Designer Handbags,Silver,Organic Search,1,2889,542,2889,542,2347,81.2
5004014,2022-07-01,Paris,Luxury Watches,First-Time Buyer,Walk-in,2,11742,2692,23484,5384,18100,77.1
5009352,2022-07-01,Tokyo,Haute Fragrance,Silver,Walk-in,2,372,74,744,148,596,80.1
5002459,2022-07-01,Milan,Designer Handbags,First-Time Buyer,Organic Search,2,3664,827,7328,1654,5674,77.4
5001176,2022-07-01,New York,Fine Jewelry,Gold,Walk-in,1,8152,1992,8152,1992,6160,75.6
5007411,2022-07-01,Dubai,Fine Jewelry,Platinum (VIP),Organic Search,1,9627,2374,9627,2374,7253,75.3
5003318,2022-07-01,Dubai,Luxury Watches,Silver,Exclusive Invite,1,11926,2446,11926,2446,9480,79.5
5006491,2022-07-01,Dubai,Fine Jewelry,First-Time Buyer,Organic Search,1,7830,1727,7830,1727,6103,77.9
5006430,2022-07-01,New York,Designer Handbags,First-Time Buyer,Organic Search,2,3281,1081,6562,2162,4400,67.1
5006370,2022-07-02,Paris,Designer Handbags,Silver,Exclusive Invite,2,3038,700,6076,1400,4676,77.0
5003957,2022-07-02,Paris,Designer Handbags,Platinum (VIP),Walk-in,2,2991,488,5982,976,5006,83.7
5007133,2022-07-02,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3722,1218,3722,1218,2504,67.3
5004283,2022-07-02,Tokyo,Fine Jewelry,Silver,Organic Search,1,8247,2816,8247,2816,5431,65.9
5002016,2022-07-02,Tokyo,Haute Fragrance,Silver,Paid Social,1,379,109,379,109,270,71.2
5003910,2022-07-02,Dubai,Fine Jewelry,Platinum (VIP),Walk-in,1,9499,1904,9499,1904,7595,80.0
5000730,2022-07-02,Dubai,Haute Fragrance,First-Time Buyer,Paid Social,1,353,87,353,87,266,75.4
5004578,2022-07-02,Milan,Designer Handbags,Silver,Paid Social,1,3415,799,3415,799,2616,76.6
5000275,2022-07-02,Tokyo,Fine Jewelry,Silver,Exclusive Invite,1,8286,2673,8286,2673,5613,67.7
5008104,2022-07-02,Paris,Haute Fragrance,Silver,Paid Social,2,360,70,720,140,580,80.6
5006137,2022-07-02,New York,Fine Jewelry,Platinum (VIP),Organic Search,1,8662,2106,8662,2106,6556,75.7
5001228,2022-07-02,Tokyo,Luxury Watches,Platinum (VIP),Organic Search,1,12124,2987,12124,2987,9137,75.4
5007420,2022-07-02,New York,Designer Handbags,Gold,Paid Social,1,3711,947,3711,947,2764,74.5
5008009,2022-07-02,Milan,Luxury Watches,First-Time Buyer,Walk-in,1,13628,2225,13628,2225,11403,83.7
5004822,2022-07-03,Paris,Designer Handbags,First-Time Buyer,Exclusive Invite,2,3295,832,6590,1664,4926,74.7
5007200,2022-07-03,Dubai,Luxury Watches,Platinum (VIP),Organic Search,1,11603,1800,11603,1800,9803,84.5
5004677,2022-07-03,Milan,Designer Handbags,First-Time Buyer,Paid Social,1,3354,552,3354,552,2802,83.5
5003162,2022-07-03,New York,Fine Jewelry,Silver,Organic Search,1,8395,2927,8395,2927,5468,65.1
5002442,2022-07-03,Paris,Fine Jewelry,First-Time Buyer,Walk-in,1,10146,3079,10146,3079,7067,69.7
5009809,2022-07-03,Paris,Fine Jewelry,Platinum (VIP),Paid Social,1,9837,2918,9837,2918,6919,70.3
5005940,2022-07-03,Tokyo,Luxury Watches,First-Time Buyer,Organic Search,1,14713,4787,14713,4787,9926,67.5
5002303,2022-07-03,New York,Designer Handbags,First-Time Buyer,Walk-in,1,3499,958,3499,958,2541,72.6
5001966,2022-07-03,Milan,Fine Jewelry,Silver,Organic Search,1,9741,3320,9741,3320,6421,65.9
5001942,2022-07-03,Paris,Fine Jewelry,First-Time Buyer,Walk-in,1,8270,1492,8270,1492,6778,82.0
5006076,2022-07-04,Milan,Luxury Watches,Platinum (VIP),Exclusive Invite,1,12599,3753,12599,3753,8846,70.2
5006549,2022-07-04,Paris,Fine Jewelry,Gold,Walk-in,1,9570,2474,9570,2474,7096,74.1
5009098,2022-07-04,New York,Designer Handbags,Silver,Paid Social,1,3290,769,3290,769,2521,76.6
5007131,2022-07-04,Tokyo,Fine Jewelry,Platinum (VIP),Walk-in,1,9963,2267,9963,2267,7696,77.2
5005902,2022-07-04,Tokyo,Designer Handbags,Gold,Walk-in,1,3368,553,3368,553,2815,83.6
5006377,2022-07-04,Paris,Designer Handbags,Silver,Walk-in,1,3715,1092,3715,1092,2623,70.6
5009674,2022-07-04,Milan,Designer Handbags,First-Time Buyer,Paid Social,2,3284,848,6568,1696,4872,74.2
5005965,2022-07-04,Tokyo,Fine Jewelry,Platinum (VIP),Organic Search,1,8539,1916,8539,1916,6623,77.6
5009469,2022-07-04,Dubai,Fine Jewelry,First-Time Buyer,Paid Social,3,8093,2496,24279,7488,16791,69.2
5001170,2022-07-04,New York,Designer Handbags,Silver,Organic Search,1,3409,764,3409,764,2645,77.6
5007998,2022-07-04,Tokyo,Luxury Watches,Silver,Organic Search,1,14119,2259,14119,2259,11860,84.0
5006464,2022-07-04,Tokyo,Designer Handbags,Gold,Organic Search,1,3000,803,3000,803,2197,73.2
5005422,2022-07-04,Milan,Luxury Watches,Silver,Paid Social,2,13465,2787,26930,5574,21356,79.3
5001754,2022-07-04,Tokyo,Luxury Watches,Silver,Exclusive Invite,1,13242,4368,13242,4368,8874,67.0
5005264,2022-07-04,Tokyo,Designer Handbags,Silver,Walk-in,3,3398,536,10194,1608,8586,84.2
5000291,2022-07-05,Dubai,Fine Jewelry,First-Time Buyer,Organic Search,1,9176,2810,9176,2810,6366,69.4
5008490,2022-07-05,Paris,Designer Handbags,First-Time Buyer,Walk-in,1,3724,1193,3724,1193,2531,68.0
5009198,2022-07-05,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,7848,2480,7848,2480,5368,68.4
5000155,2022-07-05,Milan,Luxury Watches,Silver,Organic Search,1,14424,3232,14424,3232,11192,77.6
5009902,2022-07-05,Milan,Luxury Watches,First-Time Buyer,Paid Social,1,14555,4439,14555,4439,10116,69.5
5001572,2022-07-05,Paris,Fine Jewelry,Platinum (VIP),Organic Search,1,9453,1817,9453,1817,7636,80.8
5003200,2022-07-05,Tokyo,Designer Handbags,Silver,Walk-in,2,3609,782,7218,1564,5654,78.3
5005020,2022-07-05,Dubai,Luxury Watches,Silver,Organic Search,1,14667,4944,14667,4944,9723,66.3
5009747,2022-07-05,New York,Luxury Watches,Silver,Paid Social,1,14233,2620,14233,2620,11613,81.6
